SMILES,ALDH1_inhibition,MinAbsEStateIndex,MinEStateIndex,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPLOW,Chi4n,Chi4v,PEOE_VSA7,SMR_VSA1,SMR_VSA5,SlogP_VSA2,SlogP_VSA5,EState_VSA10,EState_VSA2,VSA_EState2,VSA_EState8,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticRings,NumSaturatedRings,MolMR,PMI1
N#Cc1nc(COc2cccc(Cl)c2)oc1NCc1ccco1,0,-0.6307171797352854,0.5220744365377608,1.2058792687082585,-0.393711146711724,0.792587438476497,0.8911974228376847,-0.4789985522418802,-0.6658726658250007,0.011806148462182066,0.2537910557669243,-0.29719940760031194,-1.3189705926628743,-0.08598136912658237,-1.0878422188329833,0.729921515295306,-0.916103525909984,-0.6171346960004167,-0.6129280828903918,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.07919194607520968,-0.14504256732949575
N#Cc1nc(COc2ccc(-c3ccccc3)cc2)oc1NCc1cccnc1,0,-0.4837840619194153,0.5473476180888259,-0.30512991087058033,-0.4111002307164986,0.6011715999829341,0.8420553230856844,0.4011782026398756,-0.06959707842191883,0.3065932697006336,-0.268884084013163,-0.29719940760031194,-0.9996612734016732,-0.09803434613691067,-0.3646114950039753,0.1512768932344585,-0.5737774445619823,-0.5682739286636191,-0.7981530504134033,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,1.1496301311127124,0.41044758874101966
c1ccc2c(-c3nnc(SCc4cn5ccccc5[nH+]4)o3)c[nH]c2c1,0,1.0573973410523645,0.8124380073722146,0.23891133800736689,-0.30852363747175926,1.6110748782879614,0.700045907882848,0.4499662512120506,0.5038232580620523,-1.1653126669280838,-0.23964325311535353,-0.4284886072370386,-0.38371454890445184,-0.799557568258201,-1.0878422188329833,-1.0583725169632412,-0.7097461591867854,-0.802431837580609,-0.9510371505911273,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.49214522136384536,-0.1878704520435016
N#Cc1nc(COc2cccc(Cl)c2)oc1NCc1ccncc1,0,-0.5982431221892841,0.5276601258926162,0.767388921392554,-0.42011761133447095,0.7449693630644422,0.8495747947068233,-0.3812136891312061,-0.5835255083994884,0.37165048118394733,-0.268884084013163,-0.29719940760031194,-0.9996612734016732,-0.09803434613691067,-1.0878422188329833,0.1512768932344585,-0.5884658364649934,-0.5735187072011044,-0.6487278665292932,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.1825748527986881,0.01205553078675343
Fc1cccc(Cl)c1Cn1nnc2c(-n3ccnc3)ncnc21,0,-0.5049661548289593,0.195831443651445,0.3671641527718929,-0.2746601865586687,0.5776312923677938,0.6517776731035244,-0.10782715024797111,-0.3191353054825398,-1.1653126669280838,-0.8325539080005597,-0.6958210720572023,0.572863689686519,-0.8075487412231509,-0.48439324619496044,-0.41476768504932854,-0.23458459069681484,-0.7541681487774349,-0.8737550779738162,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.1873595361253451,-0.1566371624130165
N#Cc1cccc(-c2cncnc2NCCc2cnc[nH]2)c1,0,1.3738208948764241,0.8668643344093239,-0.3529266249461365,-0.8152658084795061,0.28725667060210053,0.5958139301607754,-0.22043372277104634,-0.5930725269834579,-0.8054683342063186,-1.3520654283080038,-0.7032985916713811,0.0582612814436185,-0.4588180321851949,-1.0878422188329833,-1.0583725169632412,0.01705754850198588,-0.5272038094223251,-0.6129280828903918,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.08261494111203053,0.23475272171812805
N#Cc1cccc(-c2nc(NCc3cccs3)c3ccccc3n2)c1,0,1.3117784606794998,0.8561927463654777,-0.035595033323092544,-0.6440417726821847,0.2552731106726489,0.7378424732355785,0.23525166629647623,0.3089063538586027,0.3597888891275443,-1.3520654283080038,-0.6958210720572023,-0.9996612734016732,-0.5088426458034814,-1.0878422188329833,-1.0583725169632412,-0.37804893849939336,-0.5301351711960937,-0.9780858760071861,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.7871145986516093,1.3709513211655058
Clc1ccc(OCCCc2nc(-c3cccnc3)no2)c(Cl)c1,0,0.8984999266476952,0.785106911007156,0.7650742920333214,-0.7177401530641625,0.5302189179448873,0.8371981970316769,-0.41951467746491633,-0.3884293859879821,0.42710522599984385,-0.256347882340148,-0.3159027495390247,-0.24600441050936908,-0.3942545046301513,-1.0878422188329833,-1.0583725169632412,-0.5643036556910503,-0.6159917630276605,-0.30862992195972994,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.14665470986043028,-0.06879709913711994
N#Cc1cc(Oc2cccc3cccnc23)c(-n2nnc3ccccc32)cc1C#N,0,-0.1617566529617915,0.602737834344933,-0.23485063889270097,-0.13037650775161844,0.0069984170694105076,0.7580548705103481,0.8770877542487867,0.3311786400273502,0.011806148462182066,-0.7915592237932503,-1.0906944338037374,-0.3583560251457333,-0.4668092051501447,0.3586192288250325,0.035836049436588906,-0.888848344606393,-0.802431837580609,-1.2215244047517155,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,1.2026699836680426,1.8769366113691641
Clc1cccc(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,0,1.478394653159471,0.8848515085593793,0.18619226712285117,-0.6668168717271448,0.2121315854261817,0.7030946937684491,0.23927426271153607,-0.05294772316025324,0.37165048118394733,-1.3520654283080038,-0.6958210720572023,-0.6803519541404721,-0.8075487412231509,-1.0878422188329833,-1.0583725169632412,-0.13811231140055785,-0.5588989992749057,-0.9780858760071861,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.7971989408762681,1.2678618272235076
Clc1cccc(Cl)c1Cn1cnc2c(NCc3ccco3)ncnc21,0,0.8362079066108022,0.7743923930347829,0.41504762109391546,-0.43085741228639857,0.38803006507812254,0.716035811607113,0.1504470720614308,0.1349015057919742,-0.38056679000123983,-0.8293902885279163,-0.30094771031066747,-0.3877508778306222,-0.4547562281398165,-1.0878422188329833,-1.0583725169632412,-0.17987736274883406,-0.4265284447050184,-0.6487278665292932,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.5781840717153613,0.20789429296395776
Clc1ccc(Cn2ncc3c(NCc4cccnc4)ncnc32)cc1,0,1.409261810336018,0.8729603371625543,0.47428382227120064,-0.63434108402726,0.5137207062645986,0.6880791464154086,0.18605767174184273,-0.14946021658051536,-0.05325106302113166,-1.3520654283080038,-0.30094771031066747,-0.053744132226976785,-0.4668092051501447,-1.0878422188329833,-1.0583725169632412,-0.1967238977200817,-0.32274235827072006,-0.6805498964305389,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.6027557788261514,0.08605665776372916
Nc1nonc1-c1noc(CCCOc2ccc(Cl)cc2Cl)n1,0,-0.5744422366535059,0.5317539892105896,0.9577253436128227,-0.2330452757655902,0.5310479699104442,0.8343281842067363,-0.5775286156415331,-0.5214970022685081,0.3094258460490148,0.29139966078596957,-0.3159027495390247,0.09543174791220373,-0.3942545046301513,-1.0878422188329833,0.6464516737637153,-0.9094731995913209,-0.6367566869393558,-0.09796196439234856,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.11499846262220403,0.01491387944227471
N#Cc1cccc(-c2cncnc2NCc2cccs2)c1,0,1.4122974995956354,0.8734824898734704,-0.3496803787944603,-0.8021015708584202,0.3126733618088444,0.7709921614866099,-0.3664828630396985,-0.19782982635703966,-0.06511265507753448,-1.3520654283080038,-0.6958210720572023,-0.9996612734016732,-0.5088426458034814,-1.0878422188329833,-1.0583725169632412,-0.4596057446310109,-0.5289054689149479,-0.9172262438210537,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.04169523695816726,0.20444557956648116
c1ccc(-c2cnnc(SCc3cn4cccnc4[nH+]3)n2)cc1,0,1.5277911187380813,0.8933479310208805,0.23906492973284912,-0.6227434831981147,0.941852304092165,0.6295573028239345,-0.15942719984336892,0.020367603668374704,-1.9500585438549276,-0.7623183928954409,-0.43248994392400447,-0.06440522964325092,-0.799557568258201,-1.0878422188329833,-1.0583725169632412,-0.2577421269911344,-0.802431837580609,-0.9172262438210537,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.08817025939037693,-0.30236762292610636
N#Cc1nc(Cc2cccc3ccccc23)oc1NCc1ccc(F)cc1,0,-0.1671676322320746,0.27151110108354154,-0.5303792810566192,-0.357809705204959,0.6889922757968162,0.8473041104452289,0.5956753661379676,0.09419400367291933,0.25113852488473665,-0.3098787682204722,-0.30842522992484606,-1.3189705926628743,0.2427051899360954,0.2388374776340474,0.07362240418750081,-0.8980494357595222,-0.6453500130168857,-0.7789088979434801,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.804347934659947,0.29759522519146386
[NH3+][C@@H](Cc1c[nH]c2ccccc12)c1nnc(SCc2ccc(F)cc2)o1,0,-0.5207762805778386,0.3006292908872149,-0.3311149531509596,0.036522835954115866,0.8238559162687891,-0.8319502822337498,0.3979180366159385,0.510930897562192,-0.05325106302113166,0.36857788693685883,0.32343753233890427,-0.6656545277980279,0.26401348352506243,-0.48439324619496044,0.1078358060855047,-0.9834888348736762,-0.802431837580609,-0.4527711560847803,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.6240654616210769,0.1194817351760697
[NH3+][C@@H](Cc1c[nH]c2ccccc12)c1nnc(SCc2ccccc2F)o1,0,-0.4232747922771853,0.30866097145964044,-0.33111500704670593,0.048817654213272575,0.8127291993062816,-0.8319509751623477,0.42583214611189474,0.5589588780497017,-0.44562400148455356,0.36857788693685883,0.32343753233890427,-0.6656545277980279,0.26401348352506243,-0.48439324619496044,0.1078358060855047,-0.984104100544987,-0.802431837580609,-0.4527711560847803,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.6240654616210769,-0.10925301519266828
FC(F)(F)c1cnc(C(c2ccccn2)c2nc[nH]n2)c(Cl)c1,0,-0.5150771950581436,-2.5286812882506156,-0.7630030211890795,0.9041479985282924,-0.11511866138848031,0.45594349066838413,-0.277476043847023,-0.4196434831967422,-0.7729397284646617,0.2064691326143283,-0.36099894668575083,-0.027035889275625828,0.6090830431647476,0.722504699081085,-0.00451654251030856,-0.253038413545828,-0.802431837580609,-0.5259857511959171,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.42116003944944885,0.46995954945255164
Fc1ccccc1CSc1nncn1NCc1cccs1,0,-0.2561114546537097,0.3322607176714885,0.5830354840442834,-0.7911118221510548,0.4188662953441696,0.4201975100928698,-0.611594027458173,0.2926262153809321,-0.45748559354095636,-0.8325539080005597,-0.03761658217746943,-0.6853792720209351,-0.5088426458034814,-0.48439324619496044,-0.48631280848805536,-1.1509164931957423,-0.5329112426679634,-0.5259857511959171,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.06356831727644212,-0.06753451566529334
N#Cc1cccc(-c2nccc(NCc3cccs3)n2)c1,0,1.3320716531712857,0.8596832701202268,0.031134866533122925,-1.0327766317719669,0.5882262849442923,0.7989082101056199,-0.468749637675317,-0.28395131717292577,-0.032584049335877614,-1.3520654283080038,-0.6958210720572023,-0.9996612734016732,-0.5088426458034814,-1.0878422188329833,-1.0583725169632412,-0.4289374547785758,-0.5211109698135882,-0.9172262438210537,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.04169523695816726,-0.41083284569694084
c1cncc(CNc2nc(-c3ccoc3)nc3ccccc23)c1,0,1.4856267334901667,0.8860954601062224,0.339839346343968,-0.6516079842213526,0.2855769070280438,0.709294723403334,0.014081296237474094,-0.39558137574991353,-0.020722457279474797,-0.8293902885279163,-0.6958210720572023,-0.6803519541404721,-0.8075487412231509,-1.0878422188329833,-1.0583725169632412,-0.15084154510590378,-0.5551995629495446,-0.9510371505911273,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.19384280326567876,0.6699506230351404
FC(F)(F)c1ccccc1-c1cncnc1NCCc1cnc[nH]1,0,-0.8004628156474065,-2.4831193230412474,-0.6233737689098839,0.9336148823202196,-0.09002214843095803,0.509019441496465,-0.034501689479972446,-0.43649436213460546,-1.1978412726697407,0.2064691326143283,-0.33065588238280214,0.0582612814436185,-0.4588180321851949,0.722504699081085,-0.5112682337633262,-0.03284515022477875,-0.612821573421673,-0.30862992195972994,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.06902711849007238,0.29906656815974864
c1ccc(-c2nnc(SCc3cn4ccsc4[nH+]3)o2)cc1,0,1.1428267318836365,0.8271322610324497,0.5210455358659413,-0.4326860599460334,1.6149546240364587,0.7462341089891273,-0.3870207459463467,0.39891489495111065,-1.1653126669280838,-0.23964325311535353,-0.4284886072370386,-0.7030238681656528,-0.799557568258201,-1.0878422188329833,-1.0583725169632412,-0.8837305090062284,-0.802431837580609,-0.8737550779738162,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.16971430444867588,-0.4531512370877893
FC(F)(F)COc1ccc(-c2nnc(SCc3ccccc3)o2)cn1,0,-0.5114718714054268,-2.4567878393625517,0.6903653967115221,0.583162147638385,0.47480065342981426,0.2440217568077444,-0.5287928909399409,-0.274658812357765,-1.1978412726697407,1.2896504769091688,-0.05584589794845943,0.1533274643055055,-0.8075487412231509,0.722504699081085,0.09914761285703434,-0.939369539972322,-1.3286512396121783,-0.30862992195972994,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.017641411446364344,-0.3124824860591457
c1cncc(-c2nc(NCc3cccs3)c3ccccc3n2)c1,0,1.6436508032343877,0.9132763371164597,0.3279896075301468,-0.6902986689270924,0.2854794168852172,0.7387903522061526,0.012986892511173371,0.12173145035304879,0.3597888891275443,-1.3520654283080038,-0.6958210720572023,-0.6803519541404721,-0.8495821818764876,-1.0878422188329833,-1.0583725169632412,-0.03495319581527067,-0.5162996854244599,-0.9510371505911273,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.45949183717442155,0.9025312916158987
Nc1nccc(-c2cccc(OCc3c(F)cccc3Cl)c2)n1,0,-0.8314855412385962,0.200238326635822,0.0659554777255848,-0.7358173444993559,0.29647971659878236,0.8380124555365294,-0.286792058281079,-0.47403270711327333,0.011806148462182066,-0.27204770348580626,-0.6920727693468469,-0.9996612734016732,-0.8075487412231509,-0.48439324619496044,0.17629544593474653,-0.5925947677120241,-0.7863151805345882,-0.9351261356405043,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.13791494659905887,-0.23582405067439446
Fc1cccc(Cl)c1CSc1nnc(CNc2ccccc2)o1,0,0.2848932880956896,0.23594657473335334,0.5490288953639678,-0.5523801428128067,0.794974871851075,0.8731658293015233,-0.47746195999178703,0.09413243768599516,-0.38056679000123983,-0.3098787682204722,-0.03361524549050356,-0.9849638470592289,-0.44676505517486664,-0.48439324619496044,-0.48631280848805536,-1.2520384002529585,-0.6400245027464518,-0.6129280828903918,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.2049213764138942,-0.21957812112757513
Clc1ccc(-c2nnc(COc3ncnc4sccc34)o2)cc1,0,-0.45089552088316265,0.5530046005371293,0.5025132579025561,-0.550351160449782,0.8671590650962187,0.8960253681334107,-0.3555489262764288,-0.023989865954750417,0.3597888891275443,-0.268884084013163,-0.6920727693468469,-0.346345208536827,-0.7875045912478728,-1.0878422188329833,-0.4086583194410976,-0.496882958581107,-0.7488446964529095,-0.8969396997590097,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.0843495719841325,-0.317871200246668
c1ccc2[nH]c(SCc3cn4cccnc4[nH+]3)nc2c1,0,2.1708249133098385,1.0039527427560262,1.0916173089685695,-0.6557540729500662,1.7065346812233657,0.6412717175661174,-0.24993213408410578,0.012386341943922371,-1.1653126669280838,-0.7623183928954409,-0.43248994392400447,-0.3984119752468963,-0.799557568258201,-1.0878422188329833,-1.0583725169632412,0.015607450637242209,-0.802431837580609,-0.8737550779738162,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.34594410286580585,-0.7020503320845284
FC(F)(F)c1cnc(-c2cnc3c(-c4ccc(Cl)cc4)cnn3c2)c(Cl)c1,0,-0.5534857740182043,-2.524352284636904,-0.08416750308315078,0.7913484208817287,0.3528476947965826,0.6556647182788048,0.21915342239406935,0.09987642421570499,-0.4130953957428967,0.2064691326143283,-0.7180517245151584,-0.38371454890445184,-0.8075487412231509,0.722504699081085,-0.00451654251030856,-0.5761075618719016,-0.802431837580609,-0.9510371505911273,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.5665515699097328,-0.001707411533901082
FC(F)(F)c1cc(NCc2cccs2)n2ncnc2n1,0,-0.6513044164448103,-2.5334009489516363,1.2669758794513966,0.9373259695252002,0.2561649553805861,0.43944294442153353,-0.6985470361915704,-0.47746963841016543,-1.2097028647261436,0.2064691326143283,-0.32317836276862344,-0.38371454890445184,-0.5008514728385318,0.722504699081085,0.08191903648930098,-0.5826479208162826,-0.6468250477811995,-0.3362933911352446,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.8180948995975337,-0.0352187524778163
Clc1cccc(NCc2nnc(SCc3ccccc3Cl)o2)c1,0,0.7153665750118967,0.7536071204034706,0.654448312661539,-0.7501020951647794,0.8082376249294909,0.8649364231158156,-0.483913057449682,0.19524281137932123,-0.020722457279474797,-0.8293902885279163,-0.03361524549050356,-0.9849638470592289,-0.44676505517486664,-1.0878422188329833,-1.0583725169632412,-1.2520384002529585,-0.6340219135052929,-0.6129280828903918,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.44410493002411927,-0.11915472468671881
c1ccc(-c2nc(NCc3ccco3)c3oc4ccccc4c3n2)cc1,0,0.9994157809617228,0.802464908614308,0.2839933959355772,-0.21323963126583345,0.5080424131325344,0.7493033635352061,0.577801342217705,0.07914182673298381,-0.38056679000123983,-0.30671514874782896,-0.6958210720572023,-0.9996612734016732,-0.7954957642128225,-1.0878422188329833,-1.0583725169632412,-0.47293542892536095,-0.6060562268590259,-0.9896781868997827,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.7608858400015575,1.6269908917065812
FC(F)(F)c1cccc(NCc2cn3cccnc3[nH+]2)c1,0,0.4659409831069396,-2.410251584057959,0.2743618023798971,0.6937593363072109,0.35696771903851593,0.45810787559744764,-0.3688967330659057,-0.7180970603489055,-0.7729397284646617,0.7962161680268912,-0.32317836276862344,-1.0370306137692982,-0.4588180321851949,0.722504699081085,-1.0583725169632412,-0.6592824284826575,-0.6585787782972536,-0.5259857511959171,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.6718624684740376,-0.6833667785820539
c1cncc(-c2nc(NCc3cccs3)c3ccccc3n2)c1,0,1.6436508032343877,0.9132763371164597,0.3279896075301468,-0.6902986689270924,0.2854794168852172,0.7387903522061526,0.012986892511173371,0.12173145035304879,0.3597888891275443,-1.3520654283080038,-0.6958210720572023,-0.6803519541404721,-0.8495821818764876,-1.0878422188329833,-1.0583725169632412,-0.03495319581527067,-0.5162996854244599,-0.9510371505911273,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,0.45949183717442155,0.8375185431574586
c1ccc2oc(SCc3cn4ccsc4[nH+]3)nc2c1,0,1.7458394013283878,0.9308532525897633,1.1586647656040379,-0.5038659672525405,1.8677320424429444,0.7468428874361742,-0.4373130736752264,0.4170099274038409,-1.1653126669280838,-0.23964325311535353,-0.4284886072370386,-1.0370306137692982,-0.799557568258201,-1.0878422188329833,-1.0583725169632412,-0.5152122601517117,-0.802431837580609,-0.8470035912985933,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.4407605919424477,-0.6795313980505859
Clc1ccc2[nH+]c(CSc3nc4ccccc4o3)cn2c1,0,1.616598667861541,0.9086232436628878,1.1586647453947776,-0.516944741684297,1.8719201529536404,0.6964484978310028,-0.20286645690167202,0.14968342076707483,-0.7729397284646617,-0.23964325311535353,-0.4284886072370386,-1.0370306137692982,-0.799557568258201,-1.0878422188329833,-1.0583725169632412,-0.6116751094456315,-0.802431837580609,-0.8969396997590097,-0.3277017977070136,-0.6776819659931855,-0.5335072233225513,-0.10305348824060051,-0.440149690842797
