SMILES,ALDH1_inhibition,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
Cc1cc(-n2c(C)cc(C(=O)CSc3nnnn3-c3ccccc3)c2C)no1,1.0,0.6032264783081237,0.9872624069101494,0.0006957910982051021,0.1575339710199642,0.9271178939176401,1342.2434521488035,7944.4723817046615,8574.060654968333,4.757439997373099,0.12513679393845067
Cc1ccc(C)c(SCC(=O)OCC(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,1.0,0.7146733373566871,0.9939764761068922,0.0005959389501119416,0.10802304591361496,0.9763595377642893,1667.540273114829,15214.740258463211,15592.924485566571,5.820265407669728,0.14137799197641182
Cc1ccc(-n2nnnc2SCC(=O)c2cc(C)n(-c3cc(C)on3)c2C)c(C)c1,1.0,0.6092712394231381,0.9868916110535288,0.0006575289718915472,0.156079654511787,0.9266239636446079,1485.3389721892045,8922.473561542394,9615.536976334019,4.86687094673635,0.1463871081458638
O=S(=O)(c1ccc2c(c1)OCCO2)N(Cc1ccc(F)cc1)Cc1nnc(-c2cccs2)o1,1.0,0.3428328393789201,0.9408812483613914,0.0002809268075462326,0.3264126801672262,0.7848006667446908,3288.2020908224868,7864.746601865321,10091.126939349591,4.659611816598833,0.1879777485142989
CCN(C(=O)CSc1nc[nH]n1)c1cccc2ccccc12,1.0,0.4025939616970139,0.9561821929377989,0.0009442632372556097,0.27946908084322314,0.9249505805491369,1029.5755362441062,3544.066596691683,3814.3592401886876,3.6595028535158525,0.3784436553488663
CN(Cc1ccccc1)C(=O)CSc1nc2ccccc2c(=O)n1Cc1ccco1,1.0,0.37789061910265087,0.9583711106578969,0.0003742798334844455,0.28386517500317265,0.8378785476543472,2243.95079606458,6669.123395208813,7959.122322570797,4.482341784902963,0.22846189618846183
O=c1oc2ccccc2c([O-])c1/C=N/Cc1ccccn1,1.0,0.5960060623390679,0.9868937427597505,0.0015338906296220405,0.1609098026597396,0.9347413077035347,610.987280139476,3553.580429646143,3803.0688005106895,3.7767895417599826,0.1820218162835851
COC(=O)c1c(N)n(-c2ccc(N3CCOCC3)cc2)c2nc3ccccc3nc12,1.0,0.4337549274643765,0.9681629412031979,0.00035994783318815194,0.24997070716975434,0.7781439670543697,2169.568382835415,6755.787315977375,8681.876355295262,4.671268064342113,0.08770910882301708
O=C([O-])c1ccccc1C(=O)N1CCN(c2ccccc2)CC1,1.0,0.6052192242848585,0.9874833873585407,0.0012852664496235352,0.1568012475549428,0.9362800954650339,730.1167065167832,4386.542654064471,4688.448874484679,3.97915495918186,0.17204593758668396
COc1cccc(Cn2c(=O)cnc3cncnc32)c1,1.0,0.39104951062733034,0.9609536850596421,0.00106133634370094,0.27534641766016443,0.8202831479740211,779.7078651612643,2326.445113006273,2835.0880405922244,3.3274936139915825,0.19729402263084844
O=C(c1ccco1)N1CCC[C@@]2(CC[NH+](Cc3ccncc3)C2)C1,1.0,0.6204028879556402,0.987521714237182,0.0011597775254977769,0.15081392117410375,0.9138503827486748,845.990965015843,5263.124983421045,5745.780816141026,4.25806738300746,0.17952663197382135
COc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccccc3C)CC2)c2cccnc12,1.0,0.6473917079892317,0.9900403015826134,0.0006804463765165524,0.13789768790833248,0.9512475756188946,1432.1731149987097,9993.065763729766,10512.820688815249,4.993984961462834,0.16231836531925378
CCOC(=O)N1CCN(C(=O)Nc2sc3nc4n(c(=O)c3c2C)CCC(C)CC4)CC1,1.0,0.8043555493003026,0.9975150095198263,0.0009800750940778635,0.07027898219805609,0.9587673495858429,979.2043900449801,13393.252487854039,13972.459788953289,5.626269398415401,0.07111279794432315
O=C(CCS(=O)(=O)c1cccc2nsnc12)N1CCN(C(=O)c2ccco2)CC1,1.0,0.541388426397617,0.9803972097268071,0.0005243310652906193,0.1904186237108156,0.9039944086877995,1766.545882297615,8672.326259248148,9569.017030592579,4.789812571006296,0.19158340094823326
CCOC(=O)Cn1c(=O)n(Cc2ccco2)c(=O)c2ccc(C(=O)NCCc3ccccc3)cc21,1.0,0.44121887273231336,0.9688338168665919,0.0002945286372759967,0.24453401553753024,0.8445941418162096,2896.102994016606,10177.139917742039,12037.485337187274,5.130214268169841,0.1621473363344808
CSC1=[NH+]CCN1C(=O)c1ccc2c(c1)OCO2,1.0,0.5697476364642295,0.9840218005035011,0.001605462136228568,0.1742516845483773,0.8625540884665321,546.8117303763322,2750.0762051114625,3184.0980226182755,3.493122352997625,0.10147583877199898
Cc1c(C(=O)N2CC[NH+](Cc3ccccc3)CC2)sc2ncnc(N3CCOCC3)c12,1.0,0.6380764292312453,0.9891185793401108,0.0006389295932937889,0.14217133951228994,0.9332907508894579,1532.1598495331405,10121.85970391779,10838.724686217174,5.063438353515944,0.16723178367688493
CCCCCn1c(C[NH+]2CCN(c3cc(Cl)ccc3C)CC2)nc2c1c(=O)[nH]c(=O)n2C,1.0,0.5239980677448368,0.9803124274605791,0.00036956453558967733,0.19679726625669614,0.8671308045050086,2372.5101643295475,10437.570794762967,12052.13483318424,5.198250115392348,0.13806232321084538
O=C(Nc1nccs1)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,1.0,0.44394650079274023,0.9501149238068297,0.0009543594667552532,0.2732793360564277,0.8294911499694985,1232.5041533254746,4090.4637545414066,4849.885690049732,3.8457183174894825,0.20970960899509433
CN(C(=O)c1ccccn1)C(C(=O)Nc1ccc2c(c1)OCCO2)c1ccccc1,1.0,0.4109440924510245,0.9629647474330192,0.0003939093569066998,0.26502020782564345,0.821387359073289,2130.6839214181864,6704.486233369236,8136.939601288801,4.583682873159727,0.1775283898301237
CSc1ccc(C(=O)C(C)(C)[NH+]2CCOCC2)cc1,1.0,0.702791595052872,0.9936342241542782,0.0022008915997075414,0.11247172233597527,0.9673342911619273,440.4804575257708,3791.6441767797223,3919.3247158494314,3.8123226226011218,0.2351177658497879
CCCn1c2ccccc2c2nnc(SCC(=O)Nc3ncccn3)nc21,1.0,0.43319639648595826,0.9681824331819691,0.0005173809314166735,0.24845337064678957,0.8511645304176089,1649.5517420643155,5686.286556238848,6684.451853156026,4.297014275212024,0.17433658669633187
CC1(C)CC(=O)C2=C(C1)OC(c1cccs1)C(C#N)=C2[NH3+],1.0,0.31943849327035134,0.9444903955913482,0.000772673005313815,0.3268909638909033,0.7978707979212356,1037.172177140429,2543.244633098843,3185.1237107190054,3.3495375479455887,0.24395047760592842
COc1ccc(Nc2cc(=O)n(C3CCCCC3)c(=O)[nH]2)c(OC)c1,1.0,0.6629979145854885,0.9915842130374205,0.0010328876029637207,0.1288621263179312,0.9007127277242549,880.7473807279788,6160.909972962935,6839.702086368995,4.482662985604589,0.07201682983738178
O=C(CCNS(=O)(=O)c1cccc2nonc12)N1CCN(c2cccc(Cl)c2)CC1,1.0,0.7305987101952829,0.9944204155610524,0.0007346595196956491,0.1014384740255074,0.9629823681033016,1375.832034634714,13385.967034643094,13900.957399927578,5.638794277996274,0.1304386301207984
O=C(C[NH+]1CCN(S(=O)(=O)c2cc(Cl)ccc2Cl)CC1)Nc1ccc2c(c1)OCCO2,1.0,0.675786333386978,0.9906585824811023,0.0005865210516333298,0.12635156451109908,0.9258759776023417,1770.691182567415,13515.931926680667,14546.88477882574,5.526812223862241,0.10266442661485779
COc1ccc(Br)cc1CNC(=O)C1CCN(S(=O)(=O)N2CCCCC2)CC1,1.0,0.6084360004632519,0.9878944012315154,0.000461039791934992,0.1541498853923983,0.8935290284126575,1953.4693775718283,11399.882614695274,12763.043108924214,5.241543213567453,0.09623337371092307
CC(=O)Nc1ccc(NC(=O)Cn2cnc3c(cnn3C(C)(C)C)c2=O)cc1,1.0,0.6002194356441771,0.9862788751916112,0.0006958379895162161,0.16046065067531368,0.9318267864362342,1389.9360942797275,8233.910740966016,8806.505461124538,4.905433780549423,0.1480904923004625
CCOc1ccc(NC(=O)N(CC[NH+]2CCOCC2)Cc2ccc3c(c2)CCCN3CC)cc1,1.0,0.2939993356867926,0.9311581983354641,0.00016819688718431097,0.36062188790957383,0.7198738627305781,4476.046105374073,8856.36748186755,12350.3540128255,5.239649990773293,0.15584603469110914
COc1ccc(S(=O)(=O)N2CCC[NH+](CC(=O)Nc3ccc(OC)c(Cl)c3)CC2)cc1,1.0,0.6634397315099256,0.991104771736232,0.0005365380492495852,0.13022697479893458,0.9445686219314917,1827.9201606501804,13311.831508143387,14100.60739148949,5.5824306889566255,0.11605040138066733
CCCN1C(=O)C(O)(C2CC(=O)CC(C)(C)O2)c2ccccc21,1.0,0.2704955743302995,0.928648332770013,0.0006244991384477545,0.3690583436147537,0.7627143598152801,1227.1867323944368,2545.7948653045814,3337.059339489416,3.346209785872959,0.22040224728976412
N#CC1=C(SCC(=O)NC23CC4CC(CC(C4)C2)C3)NC(=O)C(C#N)C12CCCCC2,1.0,0.44501064519717143,0.9630873332197776,0.0005600552560134167,0.2546980148779444,0.9555121741348321,1765.6891277078635,7101.510750335923,7418.891198637366,4.2941630311855565,0.26775983382504986
O=C(CCNc1cc(Cl)cc(Cl)c1)c1ccco1,1.0,0.5232776614737931,0.9757050971031932,0.0010520464797245425,0.20453699015388915,0.8706181243459721,846.8750542293358,3821.5258940070407,4393.677691493718,3.9843786568675945,0.14641628613227808
CC(C)(C)c1cc(C[NH+](CCO)CCO)cc(C(C)(C)C)c1O,1.0,0.28029547233325997,0.9337487890367921,0.0005281664201905554,0.35775791366473253,0.7974950617150814,1511.4140228479905,3369.8143358557727,4226.607142051032,3.7459593821096995,0.2697708798758393
O=C1CC(Sc2nnc(-c3ccccc3)o2)C(=O)N1c1ccccc1,1.0,0.665012794899328,0.9912657352493872,0.0011064945798825775,0.1290865740158837,0.9373121833595853,880.7481876260496,6443.255854630751,6869.6294100142895,4.4933023398245515,0.09459220622540461
COc1ccc(N/C=C2/CCCCC2=O)cc1,1.0,0.6507360444187719,0.990328525642514,0.0025944357449198567,0.13623973390675986,0.95554246671655,375.0745250484075,2655.3383861004963,2779.5086613306694,3.543328671270667,0.17242772332239573
CC(C)(C)c1ccc(S(=O)(=O)NCC(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,1.0,0.7341476673913785,0.9949125032203201,0.0008190893553464293,0.09935112456569137,0.9673289533663162,1230.1273536089875,11960.401996434754,12368.468917511156,5.425977362846023,0.11347218690067296
CC1=C(C(=O)Nc2ccccc2)C(c2cccs2)n2nnnc2N1,1.0,0.34820676372567316,0.9523435997665903,0.0006411020385299294,0.30455682384390315,0.8084836653959396,1262.0228304399866,3352.9837319841436,4154.432182899802,3.599121921958711,0.1693514004662588
CCOc1cc(C2C(C#N)=C([NH3+])SC([NH3+])=C2C#N)ccc1OCC[NH+]1CCOCC1,1.0,0.468113037419827,0.9708408022325067,0.0004498760832442704,0.23266506589143102,0.8968190888992783,2062.857019871904,8126.574224162612,9031.0054455951,4.7199361831383,0.2160836631438691
CS(=O)(=O)N(CC(=O)NCCSCc1c(F)cccc1Cl)c1ccc2c(c1)OCO2,1.0,0.6048392887971668,0.98746645326696,0.00047459381503785973,0.15646053571520568,0.9208525092137243,1980.28422320268,11663.619931188145,12670.126877082814,5.262469617763849,0.13854009659818853
CSc1ccccc1NS(=O)(=O)c1ccccc1,1.0,0.2541963310641565,0.9223081907962491,0.000942207078495358,0.3838481047971631,0.8777960734795345,932.8450621454601,2141.650550517082,2443.4446651718436,3.1421235962499354,0.289585782546819
COC(=O)c1ccsc1NC(=O)CSc1nnnn1-c1ccccc1SC,1.0,0.496967845794566,0.9772945948412071,0.0005463465216255443,0.21123079175865844,0.8859802224244305,1622.645826553485,6853.686334200577,7719.617549169845,4.380312446783764,0.1396620154435401
COc1ccc(-n2nnnc2S(=O)(=O)Cc2ccc(C(=O)[O-])cc2)cc1,1.0,0.42778191925699804,0.9646045581994714,0.0006228995442637532,0.25934893948147847,0.8910286949158888,1535.636518859961,5210.4282920566175,5879.463124562959,4.1117878420214975,0.2240093870762898
O=C(CC1(O)C(=O)N(Cc2ccccc2Cl)c2ccccc21)c1ccco1,1.0,0.397310537734297,0.9604297318708845,0.0005445608324963294,0.27386738693143836,0.855191993946369,1625.9901849064863,5097.994893449426,5961.25833861901,4.075283161954131,0.20716639160411443
CCOc1ccc(NC(=O)C2CC(=O)N3CCC[NH+]=C3S2)cc1,1.0,0.7451102373298819,0.9955247280631712,0.001520000644048459,0.09432370268309255,0.964522141965136,635.3669650247106,6507.059073070825,6748.490271461691,4.556716559714658,0.10684328211743695
O=C1C2C(C(=O)N1Cc1ccco1)C1C=CC2C12CC2,1.0,0.42492056450016713,0.9647537992111239,0.0016351254718852937,0.26050288652334,0.9659656290547585,593.1306195689297,2217.945846082804,2298.6216967353002,3.0792374589776563,0.31192133348912876
CCCCN1C(=O)C(NC(C)=O)c2ccccc21,1.0,0.27543434554438534,0.9267950067689412,0.0007901266768220996,0.3725834675610415,0.7204640539495072,917.4698328182855,1789.9308942991363,2478.968384779703,3.2436468180016775,0.17418176163592766
O=C(CCCN1C(=O)CSc2ncccc21)N1CC[NH+](Cc2ccccc2)CC1,1.0,0.7529215134248844,0.9955134179930987,0.0009230494657245066,0.0914235436551726,0.9467489310870993,1060.9231516792936,11211.30314564754,11842.174885698189,5.406839126128092,0.11318311760439274
COc1ccc(-n2nnnc2S(=O)(=O)CC(=O)N2CCCCC2)cc1,1.0,0.2557038904540777,0.9219557295475702,0.0004166989984385679,0.38317762284785084,0.7824105789887881,1898.905613292752,3909.710144936027,4994.0242444478845,3.8437002787327814,0.21316642871675703
COc1ccc(-n2c(Cc3cccn3C)nnc2SCC(=O)Nc2ccc3c(c2)OCO3)cc1,1.0,0.43241482270244685,0.9681284383578669,0.00030695730180334307,0.2490793580052198,0.8566184834357923,2808.4813340781293,9746.967557075306,11355.230274368423,4.998834211626727,0.1779808480546808
Cc1c(C(=O)OCC2CCCO2)[nH]c2c1C(=O)CC(c1ccc(N(C)C)cc1)C2,1.0,0.7279340662641365,0.9944294760407362,0.0009209228282308673,0.1021905514958356,0.9562610241923318,1081.4145864844272,10292.872482481804,10771.057410818665,5.282190905180184,0.12062509648303524
CC(=O)NC(CC(C)C)C(=O)NC(=O)NCc1ccccc1,1.0,0.5380857668906328,0.9813460056514985,0.0009596007102110376,0.19038318787763783,0.9157325091451627,967.4589336925046,4680.079838788192,5104.995774314852,4.194620667475503,0.18248924319923915
COC(=O)c1coc(-c2ccc(C)cc2)c1C(=O)OC,1.0,0.49135471350737003,0.9766351106967175,0.0011411808182757055,0.2146638380249266,0.8139894923770206,713.6108905611922,2709.693480287846,3328.55365647461,3.5080958091784766,0.05273755031234397
O=C(Nc1cccc(OC(F)(F)F)c1)c1ccc(Br)o1,1.0,0.6901310365477269,0.9924649621443209,0.0011606171734024032,0.11810056573953776,0.9011032730564125,831.7415244291517,6417.51598210452,7112.626706264989,4.527830730971812,0.035241750088340136
O=C(NCc1ccco1)c1cnccn1,1.0,0.6378897663689658,0.9896904718309056,0.003329526145179562,0.14149544728343816,0.93208509841865,281.0290337540897,1875.4429078410235,2017.7992063584934,3.201506804184619,0.13328138379956556
CCOC(=O)CC(C(=O)OCC)P(=O)(c1ccccc1)c1ccccc1,1.0,0.10259691819335046,0.8017232259985404,0.0003815435543598955,0.5850160804502578,0.8658925465313316,2277.1177388803762,3408.7384050867668,3951.308803649231,3.586712992626032,0.5379896125804831
CC(=O)Oc1ccc(N2C(=O)C3C(C2=O)C2(C)C=CC3(C)O2)cc1,1.0,0.6344589514666671,0.9897528756211813,0.001350309124353606,0.14238130493223902,0.9366162180824193,695.1438377475073,4581.070905856699,4891.7735495863835,3.940766931471996,0.1546580952017014
O=C(Nc1ccc(O)cc1)c1cc(S(=O)(=O)N2CCCC2)ccc1Cl,1.0,0.5052604582229827,0.9782223260162839,0.000644345043988199,0.20703992805579743,0.9059289567662521,1411.7135100486885,6183.110260427928,6828.762810182644,4.351176186130742,0.16536244310878634
O=C([O-])C1CC=CCC1C(=O)Nc1cccc(Cl)c1,1.0,0.5136857634446504,0.978293126033452,0.0013034347615491098,0.20449920771502822,0.9178033183566914,713.5649898029067,3239.685540367408,3526.171950373049,3.6612270224528074,0.2058242415573282
COc1ccc2c(c1OC)C(=O)N(c1cccc(C)c1)C2=O,1.0,0.5503316896082893,0.9831563355925711,0.0012157854488546154,0.18269385977386293,0.8772949840520934,722.7712223811347,3469.0442332451776,3956.851347912138,3.7018636403074026,0.12689520215441702
Cc1cc2n(n1)SC(Nc1ccc(F)cc1)N2,1.0,0.6464989651368113,0.9900491251513278,0.002232286226980927,0.13805322554499472,0.930020023889039,419.82837771329787,2864.939826588657,3090.0752035104974,3.5667174116735074,0.14637217662290225
CC(C)OC(=O)C[C@]12CN3C[NH+](C1)C[C@@](CC(=O)OC(C)C)(C3)C2=O,1.0,0.44874035231274423,0.967354138624404,0.0007784662233799311,0.24466452723089524,0.8856498294913129,1211.2693760090556,4454.842435814923,5014.252563707657,3.885767362453162,0.21196520004507993
COc1ccc(Cn2nnnc2C(c2cc3ccc(OC)cc3nc2O)[NH+]2CCC(C)CC2)cc1,1.0,0.26874849370454823,0.9184565587653276,0.00025380014050112515,0.383734788143977,0.8233068251072702,3384.470013059525,7405.9449067472115,8946.997934590478,4.5532503113934295,0.25808643606145537
COc1ccccc1CN(CC(=O)NCc1ccc2c(c1)OCO2)C(=O)c1ccc2c(c1)OCCO2,1.0,0.3040377532036343,0.9325548449973858,0.0001813545853335183,0.35436155485266624,0.7239654333880043,4161.224811838443,8649.33930744671,11876.201206397784,5.012481220113164,0.1516671896372449
Cc1ccc(CN(C(=O)c2csnn2)C(C(=O)NC2CCCC2)c2ccc(C)o2)cc1,1.0,0.18501406469599171,0.8812752005520623,0.0002664275609732471,0.4630535382389912,0.8039523095306687,3041.5871826697976,5321.09868964925,6662.387773638198,4.138126353992807,0.33298614527525994
COc1cc(S(=O)(=O)N2CCCCC2)ccc1NC(=O)c1ccccc1Cl,1.0,0.5829198734014619,0.9853523804500194,0.0007319481070769647,0.1694658982148794,0.9707885292908793,1334.7601988043466,7677.442135027758,7907.701759163625,4.5479744764939305,0.20327434061026833
COc1ccc(NC(=O)C2CCN(c3nnnn3-c3ccccc3)CC2)cc1,1.0,0.7360664693093995,0.9951656177244887,0.0010074201271327247,0.097875162205264,0.9537890559769437,952.6824332966232,9295.263602183059,9743.29992710456,5.139090674615507,0.12944839234814928
C=CCn1c(=S)[nH]c2sc3c(c2c1=O)CCC3,1.0,0.4082592141333038,0.9635996047377858,0.0011971985816015798,0.2662471021855676,0.7773558700588679,655.3246368444107,1915.1179393438997,2463.0790240085544,3.0853639474208383,0.13652671195396218
CCOc1ccccc1C(C(=O)NC1CCCC1)N(Cc1ccco1)C(=O)CNC(=O)c1ccco1,1.0,0.20125437371868565,0.8832897387052601,0.0002125197798574667,0.45068676147978337,0.8158398088892787,3886.703815306115,7225.553464781915,8853.631004790139,4.49461997035098,0.3755031297217045
O=C1c2sc3nc4n(c(=O)c3c2CCC1Br)CCCCC4,1.0,0.65732512092985,0.9912747835798568,0.0012635245479400026,0.13146533547226896,0.912691453412673,723.7882657990498,5033.638923320927,5516.797705032327,3.9175310880668888,0.11659222502306028
COc1ccccc1NN=C1C(=O)CC(C)(C)CC1=O,1.0,0.46322302828743445,0.9705056810905781,0.0013230804589694487,0.23576361602472864,0.9289143334802755,704.2602024018306,2833.7049828408353,3058.0337433120717,3.463503580591007,0.20706830870444876
NC(=S)NNc1cccc(Cl)c1,1.0,0.5557728007479009,0.9833078022455803,0.00259963085642101,0.1806207433584716,0.8769829245143196,345.07172245252957,1672.123516868145,1909.862223115404,3.119944326324505,0.11377699451186114
CC1=CC(C)C2C(=O)N(O)C(=O)C2C1,1.0,0.22503111702571643,0.898455335499176,0.0014198655625084183,0.43027452683886913,0.701577668269307,495.0064658478682,817.9704269237238,1170.986311022485,2.5213240320936228,0.29910658108021726
CCCCN1C(=O)/C(=c2\sc3nc(=O)c(-c4ccccc4)nn3c2=O)c2ccccc21,1.0,0.6042801010559489,0.9876570719309374,0.0006052013840989806,0.15593073444833078,0.8880359676453031,1474.133479074978,8420.847740931466,9481.694805442554,4.7435850779526,0.0898532782717592
COc1cc(NC(=O)c2cc(C(C)C)on2)c(OC)cc1Cl,1.0,0.5919869073124457,0.986722861046567,0.000914954190380521,0.1619829670354238,0.8571868164341936,939.134226966783,4981.63457125205,5809.500092969397,4.24925358637292,0.07830402574674986
COCCNC(=O)c1ccc2c(=O)n(Cc3ccco3)c(SCC(=O)NC3CCCC3)nc2c1,1.0,0.3775804972404869,0.9563589611849309,0.00023611938175793168,0.2881775641913601,0.8172224734912831,3544.458115114508,10126.052420533244,12430.014056516226,5.186008768505749,0.14992900102545864
CCC(Sc1nc2cc(OC)c(OC)cc2c(=O)n1Cc1ccco1)C(=O)NCCOC,1.0,0.23548404848129606,0.9031819330094841,0.00023091793209875132,0.41723286191732917,0.7637708735873836,3409.6278863916023,6391.336611017467,8388.83526362995,4.431501101581903,0.2770556925246168
COc1ccc(C(=O)n2nc(C)c(Br)c2C)cc1,1.0,0.7093838862426738,0.9940550546504493,0.0018222252691354104,0.10865761877217348,0.9094661323228491,500.652599070863,4192.430416863087,4610.139109655152,3.8788687947632363,0.08503647258696752
COc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1C,1.0,0.44373327467879153,0.9700635426203853,0.0004553882860028046,0.24185013362315383,0.8779942398501349,1939.8403930019401,7048.181395765697,8027.664533234647,4.476424297288834,0.21091660165909376
Oc1c(/C=N/c2cccc3nsnc23)ccc2ccccc12,1.0,0.631511041650105,0.9896021541253873,0.0013111434191906083,0.14351633323324534,0.9215007958115491,703.1143738378394,4527.930873813646,4913.582084876066,4.074712434542417,0.10600651392232123
C=CCN1C(=O)CSc2ccc(C(=O)NCCC3=CCCCC3)cc21,1.0,0.6481491229494928,0.990477657021519,0.0008868189465550406,0.13605912447000565,0.9177068142039981,1046.0448576194594,7106.656692097054,7745.379479625446,4.720876927601756,0.13060067785652663
CCN1C(=O)CSc2ccc(C(=O)NCc3ccccc3OC)cc21,1.0,0.6328275653129305,0.9895584107906441,0.0009053228940824994,0.14331264480523492,0.9198452912290994,1022.0679800735707,6588.937432145938,7174.321528796723,4.55251018658347,0.13996120999062797
O=C(CC1Sc2ncnn2C1=O)Nc1ccccc1,1.0,0.6798803637787553,0.991817941117515,0.0021153308148116508,0.12359315463762513,0.9470386426207001,459.08591162910795,3580.3196922221323,3788.0226233837325,3.7760903892546147,0.1271821946666744
CSc1nc(C)cc(SC(C(C)=O)C(=O)Nc2ccccc2)n1,1.0,0.6167638202068607,0.9885114485423621,0.0009573850422541811,0.15039004495862537,0.9173294955762745,964.3082541730913,5896.814074948649,6426.766556742504,4.372296666719209,0.1170822181745538
CCCn1c(/N=C/c2ccc3c(c2)OCO3)nc2ccccc21,1.0,0.6263178758731944,0.9893353462911287,0.0010969642306033814,0.14552740737727493,0.8981908337973745,821.9097385428593,5069.4528182230115,5647.379386611755,4.3323940455792,0.10233857455702644
O=c1c2cc([N+](=O)[O-])ccc2nc(C[NH+]2CCOCC2)n1-c1ccccc1F,1.0,0.28076307682431023,0.9298904647358922,0.00033339121624796094,0.3668980328375797,0.7186410201045715,2196.057605171006,4281.922148830237,5971.942560559616,4.018752646356322,0.17697279082945816
COC(=O)c1ccccc1NC1=C/C(=N\S(=O)(=O)c2cccs2)c2ccccc2C1=O,1.0,0.26185987708333497,0.9239087281682486,0.00026749812176855636,0.3773503260408239,0.7945854184565672,2980.776174111069,6365.226415440712,8001.66156015945,4.375710438466848,0.30000026599776597
