SMILES,PMI1
Cc1ccc(S(=O)(=O)NCCC(=O)NCc2ccc3c(c2)OCO3)cc1C,1528.6437994689645
COc1ccc(N(Cc2cc(O)nc3ccccc23)C(=O)c2ccco2)cc1,2334.0660752819085
Nc1ncnc(N2CCOCC2)c1N,331.37476915370917
COc1ccc(Oc2ncnc3c2oc2ccc(Br)cc23)cc1,789.8393306907967
CC1C[NH+](C)C(c2ccccc2)C(C)C12NC(=O)NC2=O,902.247933205118
CCCNc1[nH]cnc2ncnc1-2,297.9816456176097
O=C(Nc1ccccc1)c1ccc(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])c3ccccc23)cc1,1735.7962717188777
COc1cc(/C=N/NC(=O)c2cccc([N+](=O)[O-])c2)ccc1OCc1ccc(C)cc1,1348.3695215207297
CC1=NN(C(=O)CCc2ccccc2)C(c2ccccc2)C1,1047.3716396301677
COc1ccccc1CNC(=O)CSc1cc(=O)n(C)c2ccccc12,1234.3516111498252
COc1ccc(F)cc1S(=O)(=O)Nc1ccccc1C(=O)[O-],1217.1946236229478
Cn1c(N)c(C(=O)COC(=O)c2nc(Cl)ccc2Cl)c(=O)n(C)c1=O,1157.283284593226
Cc1ccnc(NC(=O)CCC(=O)N(CC(=O)NCc2ccccc2)Cc2cccs2)c1,3132.90397403332
Cc1cc(C(=O)N2CCN(S(=O)(=O)c3ccccc3F)CC2)c(C)o1,1103.4664567875038
Cc1onc([O-])c1CC([NH3+])C(=O)[O-],380.79824847934873
Cc1ccc(NC(=S)N(CCC[NH+]2CCOCC2)Cc2ccccn2)cc1,2513.368473946749
O=C(NCC[NH+]1CCOCC1)c1ccc(N2CCCC2)c([N+](=O)[O-])c1,797.3793162031242
COc1ccc(OC)c(C2CC(=O)OC3=C2C(=O)CC(C)(C)C3)c1,1501.9902890577612
COc1ccc(-n2c(C)cc(/C=C3/SC(=S)N(C)C3=O)c2C)cc1,833.5814511498227
Nc1nc(NCc2ccco2)nc(N2CCCC2)c1[N+](=O)[O-],943.2806887259248
Cc1ccc(NC(=S)NNC(=O)c2ccc(N3CCOCC3)c([N+](=O)[O-])c2)cc1Cl,1717.3190641722376
COCCNC(=O)C(c1ccc(OC)cc1)N(CC1CCCO1)C(=O)CCC(=O)Nc1ccccn1,4156.73870684651
O=C1c2cccnc2C(=O)N1CNc1ccc(Cl)cc1,455.9349960896202
COC(=O)CC/C(=C1/C=C(c2ccccc2)NC1=O)c1ccccc1,1525.3127922891968
Fc1cccc(F)c1-c1nc(-c2ccc(Cl)cc2)no1,492.3251388165071
CC(=O)C1CCC2C3CCC4CC5(CC(=O)C4(C)C3C(O)CC12C)OCCO5,1013.7742305778029
COc1ccc(S(=O)(=O)N2CCCCC2)cc1NS(=O)(=O)c1cc(Cl)ccc1Cl,2911.4739814631007
CCCCCOc1ccc(OC(=O)c2ccncc2)cc1,431.1179868258222
CCOC(=O)Cc1cnc(NC(=O)CSc2nc(N)cc(N)n2)s1,993.5503124936931
Cc1ccnn1CC(=O)N/N=C/c1ccc2c(c1)OCO2,542.1671035760273
COCCN1C(=S)NC(c2cccc(C(F)(F)F)c2)C(C(=O)N2CCOCC2)=C1C,3267.9317410440653
O=C(CCCn1c(SCC(=O)NCCc2ccccc2)nc2ccccc2c1=O)NCC1CCCO1,3700.474187719341
COc1nc(N(C#N)CC(N)=O)nc(N2CCCC2)n1,1151.165913639022
COc1ccc(-n2c(C)nn(CC3CC3)c2=O)cc1,516.7455609112046
COc1ccc(CN(CC[NH+](C)C)c2ccccn2)cc1,1296.0651962403422
O=C(NNC(=O)c1ccco1)c1ccccc1,256.375916168366
CCCc1nc(N)c(C#N)c(-c2cccnc2)c1CC,1009.4478659086193
Cc1ccc(OS(=O)(=O)c2ccccc2)c(/C=N/NC2=[NH+]C(=O)C(C)S2)c1,2182.5751059658887
O=c1cnc2cncnc2n1Cc1ccc(F)cc1,736.8867873767863
COc1cc(/C=N\NC(=O)c2sc(N)nc2C)cc(OC)c1OC,1239.5436817010257
CCOC(=O)N1CCC(NC(=O)C2CCC(CNS(=O)(=O)c3ccc(OC)cc3)CC2)CC1,1860.1418761764812
COc1cc(/C=C2\SC(=O)N(Cc3ccc(F)cc3)C2=O)cc([N+](=O)[O-])c1[O-],1511.2337346747915
CCCCc1nc2n[nH]c(N)c2c2c1CSC(C)(C)C2,1279.0609504552044
COc1cccc2cc(C(=O)CC3(O)C(=O)N(Cc4ccccc4)c4ccccc43)c(=O)oc12,1916.334397575236
Cc1ccnc(N2CCC(C(=O)NCc3ccc4c(c3)OCO4)CC2)n1,761.4221554053756
Cc1cccc2cc(C[NH+](Cc3ccc4c(c3)OCO4)Cc3nnnn3C3CCCC3)c(O)nc12,4557.263175808334
Cc1ccc(-c2noc(CSc3nnc(-c4ccccc4)n3C)n2)cc1,1247.8016867765
COc1cccc(OC)c1C(=O)Nc1ccccc1N1CCCC1,1405.482584681322
O=C(COc1ccc(F)cc1)Nc1ccc(-n2cnnn2)cc1,460.29971310074905
NNC(=O)c1sc2cc(C(F)(F)F)cnc2c1-c1cccs1,1221.176083664441
CC(C)[C@H](NC(=O)NCc1cccs1)C(=O)[O-],516.2267711403541
COc1ccc2[nH]c(NCCCO)nc2c1,270.91086446243304
CN(C)S(=O)(=O)c1ccc2c(c1)nc(CCC(=O)Nc1ccc3c(c1)OCO3)n2C,1049.0966812697075
CCCCOc1ccc2ccccc2c1C=O,489.38925709386814
CC(C)CCn1c(=O)c2ccccc2n2c(CCl)nnc12,1149.354145223284
O=C1NS(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c21,950.1457703093276
CCOc1ccc2c(c1)c1nnc(SCC(=O)N3CCCCC3C)nc1n2C,1156.0466744832734
COc1cc(/C=C/C(=O)OCC(=O)N2CCN(C(=O)c3ccco3)CC2)ccc1O,1183.5363908248548
CC(C)c1ccc(O)c(N)c1,223.06246045444132
COc1ccc([N+](=O)[O-])cc1N1C(=O)c2cccc3cccc(c23)C1=O,1302.2199083519902
CC(C)(CNC(=O)c1ccc([N+](=O)[O-])c(Cl)c1)CNC(=O)c1ccc([N+](=O)[O-])c(Cl)c1,2013.0683192682602
CC1CCc2c(C(=O)Nc3nccs3)csc2C1,664.685054148624
CCOC(=O)c1c(NC(=O)CSc2nnc(Cc3ccccc3)o2)sc(C)c1C,1930.8865497675774
CNC(=O)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,2724.326527486329
NC(=O)CCN(Cc1ccccc1)S(=O)(=O)c1ccccc1,1558.310348452897
CCCCOc1ccc(/C=c2\sc3ncnn3c2=O)cc1,573.8274354390912
CCCC(c1nnnn1Cc1ccc(OC)cc1)[NH+]1CCC(C(N)=O)CC1,1784.5931209110051
COc1ccc(/C(C)=N/NC(=O)CNC(=O)/C=C\c2ccco2)cc1,853.7833875810572
O=C(CSc1cccc[n+]1[O-])N1CCCCCC1,546.5503908465587
CSc1ccccc1Sc1cc(C(=O)[O-])c2ccccc2n1,1199.2359043076322
Cc1nc2nc(-c3cccnc3)nn2c(O)c1C,375.2109188185568
O=C([O-])c1ccc(Cl)c(S(=O)(=O)NCc2cccnc2)c1,1199.302295578922
CCn1c(NCc2ccco2)nc2ccccc21,546.2567670159232
CCOc1ccc(N2C(=O)CC(Sc3nnnn3-c3ccccc3)C2=O)cc1,1278.1818941270417
CC(=O)n1cc(C(C[N+](=O)[O-])SCC[NH3+])c2ccccc21,1378.9081310133504
CCCCn1c([S-])nnc1CCn1nc(C)c(Br)c1C,1078.1110889301672
C=CCN1C(=O)CC(C(=O)NC)SC1=[NH+]c1ccc(C(=O)OCC)cc1,1608.758484983283
O=C(N/N=C/c1cccs1)c1cc(-c2ccc3ccccc3c2)[nH]n1,646.8034507353412
Cc1ccc(C(=O)N/N=C\C=C\c2ccccc2[N+](=O)[O-])cn1,1196.4300264965611
O=C(CCSCc1ccccc1Cl)NCc1ccco1,692.1255169690211
Cc1cnc(NC(=O)C2COc3ccccc3O2)s1,416.29562626778653
CC1(C)Cc2c(C#N)c(SCC(=O)c3ccccc3)nc(N3CCOCC3)c2CS1,2766.9876592125415
CCc1ccc(NC(=O)C(C)OC(=O)c2ccc([N-]S(=O)(=O)c3ccc(C)c([N+](=O)[O-])c3)cc2)cc1,2745.695329730325
COc1ccc(S(=O)(=O)N2CCCC(C(=O)NCc3ccncc3)C2)cc1Cl,1365.3929398280777
COc1ccc(C(=O)NCC(=O)NC2=[NH+]CCS2)cc1,645.6864570418016
COC(=O)C1(C(=O)OC)CC2=C[C@H](CC2=O)Cc2ccccc2[C@@H]1C[N+](=O)[O-],2193.190876619628
CCN1C(=O)N(C)[C@@H](c2ccccc2)C(C(C)=O)=C1C,978.1986856989552
O=C(C[NH+]1CCCC1)Nc1ccc(OCc2ccccc2)cc1,492.09196752329973
O=C([O-])c1c2c(nc3ccccc13)/C(=C/c1ccc(O)cc1)CCC2,1007.0188337902966
COc1ccc([NH+]=C2SC(CC(=O)Nc3ccccc3F)C(=O)N2Cc2ccco2)cc1,2633.2253147759234
Cc1ccc(Cn2c(N3CCCCCC3)nc3c2c(=O)[nH]c(=O)n3C)cc1,2443.4397829344766
CS(=O)(=O)NCCC1=CCCCC1,287.0637419141469
CCOC(=O)C(C)Sc1[nH]cnc2ncnc1-2,583.1992179379884
Cc1sc(NC(=O)c2ccco2)c(C(c2cccnc2)[NH+]2CCC(C)CC2)c1C,2931.5781337082203
CCOC(=O)c1c(C)[nH]c(C(=O)CSc2nc(C)cc(C)n2)c1C,1004.4280481800354
SC1=[NH+]C2=C(CCCC2=C2SCCS2)C(c2ccccc2)N1,1357.025090864563
Nc1ccc2oc(-c3cc(Br)ccc3Cl)nc2c1,837.5138122238146
COc1cccc(C(=O)/C=C/c2ccc(SC)cc2)c1,505.12726559311284
O=C(COC(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1)NC1CCCC1,1464.3260185380277
Cn1c(COc2ccccc2)nnc1SCc1nc2ccccc2[nH]1,924.7958562475887
Cc1cc(C(=O)N2CCOCC2)c(C)o1,437.6240939533033
O=C(CC1C(=O)NC2CCCCC2N1C(=O)c1ccc([N+](=O)[O-])cc1)Nc1ccccc1,3107.351370595924
OC[P+](CO)(CO)CO,368.47519138364794
CC(C)c1ccc2nc(N)sc2c1,245.98340042301706
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)CSc1nnc(-c2cc(OC)c(OC)c(OC)c2)o1,1947.0447901900793
CC(/C=C/c1ccccc1)=N/NC(=O)c1cccc(Br)c1,1566.2467269800088
Cc1ccc(N2C(=O)/C(=C/c3ccc(CN(CCC#N)S(C)(=O)=O)o3)C(=O)NC2=S)cc1C,1585.0632191363356
COC(=O)c1ccc2c(=O)n(CC3CCCO3)c(=S)[nH]c2c1,772.816073738873
Nc1ncnc(Sc2ncccn2)c1[N+](=O)[O-],602.3089926397746
O=C(N/N=C/c1cccs1)C1COc2ccccc2O1,451.12181868293453
CCC(=O)NC(=S)Nc1ccc(OC)cc1OC,673.4745814481769
CN(C)S(=O)(=O)Oc1cccc(C(=O)Nc2cccc(Cl)c2)c1,1007.9753228934438
CCn1c(=O)cc(OCC(=O)N2CCN(c3ccc(F)cc3)CC2)c2ccccc21,1344.0052856580821
CSc1n[nH]c(NCc2cccs2)n1,314.69725292324165
CCCOP(=O)(OCCC)C(NC(=O)c1ccccc1)=C(Cl)Cl,2027.5432754740782
Cc1cc(C)n(C(=O)CNC(=O)C2COc3ccccc3O2)n1,674.3398873010899
Cn1c(C(=O)N2CCCc3ccccc32)cc2sccc21,713.3363044271536
O=C(COC(=O)c1cc(S(=O)(=O)N2CCOCC2)c(Cl)cc1Cl)Nc1ncc(C(F)(F)F)cc1Cl,2155.275404354582
COc1cccc(C2NC(S)=[NH+]C3=C2CCc2ccccc23)c1,1501.539628612191
CCCCNC(=O)NC12CC3CC(CC(C3)C1)C2,416.75544406755444
COc1ccc(C(N)=S)cc1,183.88885710275355
CC1CCOC2(O1)C(=O)N(C[NH+]1CCN(c3ccccc3F)CC1)c1ccccc12,1395.9984483427784
CCOC(=O)c1c(C)oc(NC(=O)CCl)c1C(=O)OCC,1232.7887259402141
COC(=O)c1ccc(NC(C)=O)o1,216.46817635679918
Cc1cccc(Cc2cnc(N3C(=[NH2+])SC(C)C3=O)s2)c1,703.8004201298047
O=C(NCc1ccc2[nH]c3c(c2c1)CCCC3)c1ccc(S(=O)(=O)N2CCOCC2)cc1,1291.7424124624463
CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccc(OC)cc4OC)ccc1c23,1839.1900633760265
COc1ccccc1N1CC[NH+](CCCNC(=O)Nc2ccccc2)CC1,901.7408805055275
Cc1sc(NC(=O)C[NH+](C)C2CCCCC2)nc1-c1ccc2c(c1)CCN2S(=O)(=O)c1ccccc1,2224.789968966828
OC(c1ccc(OCc2ccccc2)cc1)c1nnc(-c2ccccc2)o1,1017.3576762199067
O=c1oc(-c2ccco2)nc2sc3c(c12)CCCCC3,540.6812845971808
C=CCNC(=O)C1CC(=O)N(c2ccc(OCC(=O)Nc3ccccc3)cc2)C1,1019.5494479243165
CNc1c(N)c(=O)oc2ccccc12,489.19346653123523
O=C(CCc1nc2ccccc2[nH]1)Nc1ccc2c(c1)OCO2,537.1049000313898
CCOC(=O)c1ccc(NC(=O)C2(c3ccccc3)CCCC2)cc1,1004.1102175941063
O=C(CSc1nnc(CSc2nc3ccccc3s2)o1)NC1CCCCC1,1490.3722716422612
COc1ccc(SCC(=O)Nc2ccc(N3CC[NH+](C)CC3)c(F)c2)cc1,1278.828246944525
Cc1ccc(NCc2nnc(SCC(=O)NCCc3ccccc3)n2C)cc1,1281.0304898383138
CCC1(c2ccccc2)C(=O)NCNC1=O,620.0432662148735
CCN(CC)c1ccc(/C=C2\C(=O)c3ccc(C(=O)[O-])cc3C2=O)cc1,786.4454697423428
CCn1c(COc2cc(C)cc(C)c2)nnc1SCC(=O)N1CCN(c2ccccc2)CC1,1565.583630221781
O=C(CO)N/N=C/c1ccc(Cl)cc1,183.79885942177046
O=C(Nc1ccccc1)Nc1ccc2ncoc2c1,308.58015582116354
CNS(=O)(=O)c1ccc(NC(=S)Nc2ccc3c(c2)OCO3)cc1,992.746208992846
COC(=O)C1C(=O)C2=C(CC1C)N=C(C)/C(=C(/O)OC(C)C)C2c1ccc(OC)c(O)c1,3096.161750440468
CCOc1cc(/C=C2/SC(=S)N(C)C2=O)ccc1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2054.375929548848
COc1ccc(-c2nnc(SCC(=O)NCC3CCCO3)n2C)cc1,909.8186545010709
CCOc1ccc(OCCSc2nnnn2C2CCCCC2)cc1,880.122307111042
CCOC(=O)c1sc(NC(=O)CSc2n[nH]c(CC(C)C)n2)nc1C,1278.518440643014
Cc1cc(NC(=O)CCN2C(=O)/C(=C\c3ccccc3Cl)SC2=S)no1,1774.4450376248303
O=C(COC(=O)C1CCCCC1)Nc1ccccc1OC(F)F,992.0494296337516
COc1ccc(P(=O)(COc2ccc([N+](=O)[O-])cc2)c2ccc(OC)cc2)cc1,3148.2575564569556
O=C(COc1ccc(S(=O)(=O)N2CCCCC2)cc1)N1CCCCCC1,1147.9609619227658
O=C(CCSCc1ccccc1F)NCc1cccnc1,670.3268606422433
COc1ccc(N2C(=O)C3CCC[NH+]3C2c2ccccc2Cl)cc1,1557.1929177605957
O=C(COC(=O)c1cnc(O)nc1O)Nc1ccccc1,661.7037095583863
C[C@]12CN3C[C@](C)(C[NH+](C1)[C@H]3c1ccc([N+](=O)[O-])o1)C2=O,621.1876502214639
CCN(CC)c1ccc(C(=O)OCC(=O)Nc2ccc3[nH]c(O)nc3c2)cc1,1333.4860455347152
O=C(Cc1cccs1)N(c1ccc(Cl)cc1)C1C=CS(=O)(=O)C1,2524.7622428703953
[NH2+]=C(NOC(=O)Cc1ccc(-c2ccccc2)cc1)c1ccccn1,734.7073596566671
CCOC(=O)N1CCN(C(=O)CCl)CC1,376.5450709644493
O=C([O-])c1cccc(NS(=O)(=O)c2ccc3c(c2)C(=O)c2ccccc2C3=O)c1,1877.1157190957845
O=C(NC(Nc1ccccn1)C(Cl)(Cl)Cl)c1ccccc1,1465.6730079983136
O=C(NN=C1C2CC3CC(C2)CC1C3)c1ccncc1,506.46297975007
C[NH+](CCc1ccccn1)C1CC(=O)N(c2ccc(Cl)cc2)C1=O,765.5320940965547
COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3ccnc(c13)C2=O,1701.5124040281728
Cc1sc2ncnc(NCc3ccccc3)c2c1C,688.9461975297644
O=C(Nc1ccc(N2CCOCC2)cc1)c1cccc(S(=O)(=O)N2CCCCCC2)c1,1490.1443014706635
Cc1cccc(CNc2ccnc(-c3ccccc3Cl)n2)c1,815.4891161471935
CC(C)c1ccccc1S(=O)c1ccccc1C(C)(C)O,1062.5660780583753
COc1cccc(C(=O)OC2CC[NH+](C)CC2)c1,445.35516803006965
CCCCC(=O)N/N=C/c1sccc1C,347.5399331130544
CCC(=O)Nc1ccc(NC(=O)c2ccccc2)nc1,306.66628615132896
O=C(OCc1cc([N+](=O)[O-])cc2c1OCOC2)c1ccc2ccccc2n1,1298.2483653814895
Cc1cccc(C(CC(=O)[O-])NC(=O)C(F)(F)F)c1,1024.7638564620163
C[C@]([NH3+])(C(=O)[O-])c1ccc(-c2nnn[n-]2)cc1,353.2073043058796
c1ccc2c(N3CC[NH2+]CC3)nsc2c1,467.156464424347
Cc1cccc(NC(=S)Nn2cnnc2)c1C,438.88349127914296
N#CC1=C([NH3+])Oc2ccc3ccc(O)cc3c2C1c1cccnc1,1502.7054692929423
O=C(c1cccc(S(=O)(=O)N2CCCCC2)c1)N1CCOCC1,899.3962793796218
COc1ccc(CCCc2nnc(SCC(=O)Nc3cc(C)ccc3C)o2)cc1,1405.02103095353
Cc1cc(C)nc(SCc2ccc(C(=O)NN=C3CCCC3)cc2)n1,1018.5864672892509
Cc1cc(OC(=O)Cc2cccc3ccccc23)c([N+](=O)[O-])c([O-])n1,1151.4700411281515
O=C([O-])c1cccc(NC(=S)N/N=C/c2cccnc2)c1,876.6210470551044
O=C(c1ccccc1)c1ccc(OC(=O)N2CCOCC2)cc1,558.965191817209
O=C(NNC(=O)c1ccc(SCC2CCCO2)c([N+](=O)[O-])c1)c1ccc(Cl)c([N+](=O)[O-])c1,1436.4886442407503
Cc1c(C(=O)NCC(C)C)sc2[nH+]c(-c3ccc(F)cc3)cn12,540.7219563601827
COc1ccc(CNC(=O)c2cc(-c3ccco3)on2)cc1,751.4083591707109
Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)Nc2ccc(C(=O)[O-])cc2)cc1,2559.13294248275
CC(NC(=O)Cc1cccc(C(F)(F)F)c1)c1ccc(F)cc1,718.675801509136
COc1ccc(N2C(=O)CC([NH2+]CCNc3ccc([N+](=O)[O-])cn3)C2=O)cc1,1019.2578116183331
CC1(C)CC(=O)C(/C=N/c2ccc(NC3=C(C#N)C(=O)CC(C)(C)C3)cc2)=C([O-])C1,1165.4049966666419
O=C(CSc1nc2c(sc3ccccc32)c(=O)n1Cc1ccco1)NCC1CCCO1,3111.4803078271416
CCN(CC)C(=O)CSc1nc2ccccc2c(=O)n1CC1CCCCC1,2546.2073804626234
Cc1cc(NC(=S)NC(=O)/C=C/c2ccc(S(=O)(=O)N3CCOCC3)cc2)ccc1Br,1924.7915090516267
CC(=O)Nc1ccc(S(=O)(=O)N(C2=NCC(C)S2)c2ccccc2)cc1,1920.4904340098049
CN1/C(=C\C(=O)Nc2cccc(Cl)c2)C(C)(C)c2ccccc21,832.7778699471195
CC1(C)CC(=O)C(=CNc2ncccc2/N=C/C2=C([O-])CC(C)(C)CC2=O)C(=O)C1,1893.1099644661415
Cc1ccc(S(=O)(=O)Oc2ccc(/C=C(/NC(=O)c3ccccc3)C(=O)NCC(=O)[O-])cc2)cc1,2500.092654167562
Cc1nnc(SCc2cc(O)nc(NC(=[NH2+])Nc3ccccc3Sc3ccccc3)n2)s1,2303.6240054257887
Cc1onc(-c2ccccc2Cl)c1C(=O)NCc1ccc(N2CCCC2=O)cc1,1572.713137481363
CCOc1cc(C2CC(=O)NC3=C2C(=O)C(C(=O)OC)C(C)C3)cc(Cl)c1O,2443.0204233413237
Cc1cccc(C)c1NC(=O)C1=C(O)c2ccccc2N(C)S1(=O)=O,1063.5962056144854
CC(NC(=O)c1ccc2[nH]cnc2c1)c1ccccc1,605.3160850751149
CCOc1ccc(N2CC(C(=O)Nc3cccc(S(=O)(=O)N4CCCCC4)c3)CC2=O)cc1,1703.8193766285015
Cc1cc(C)nc(NC(=O)c2ccc(Cl)cc2Cl)n1,641.7956444148862
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@@H]3SC2)cc1,1897.546127607687
Cc1cc(/C=N/CCO)c(C)n1-c1cc(Cl)ccc1Cl,973.1326933820019
CCOC(=O)C(NC(=O)NC1CCCCC1)(c1ccccc1)C(F)(F)F,1550.6387053950534
COP(=O)(OC)C(NC(=O)c1ccc(C)cc1)C(Cl)(Cl)Cl,1336.7914902609252
O=C(Cc1ccc(Cl)cc1)Nc1ccc(N2CCN(C(=O)c3ccco3)CC2)cc1,1155.1995321322834
S=C1Nc2ccccc2Sc2ccc(Cl)cc21,722.1148394904905
