,SMILES,ALDH1_inhibition,Sim_inh0,Sim_inh1,Sim_inh2,Sim_inh4
21,Clc1ccc(OCCCc2nc(-c3cccnc3)no2)c(Cl)c1,0,0.09523809523809523,0.27941176470588236,0.35,0.4675324675324675
22,N#Cc1cc(Oc2cccc3cccnc23)c(-n2nnc3ccccc32)cc1C#N,0,0.21568627450980393,0.2698412698412698,0.39622641509433965,0.43243243243243246
23,Clc1cccc(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,0,0.1951219512195122,0.24074074074074073,0.24489795918367346,0.30985915492957744
24,Clc1cccc(Cl)c1Cn1cnc2c(NCc3ccco3)ncnc21,0,0.23529411764705882,0.2857142857142857,0.3392857142857143,0.4657534246575342
25,Clc1ccc(Cn2ncc3c(NCc4cccnc4)ncnc32)cc1,0,0.20408163265306123,0.26229508196721313,0.24561403508771928,0.410958904109589
26,Nc1nonc1-c1noc(CCCOc2ccc(Cl)cc2Cl)n1,0,0.13846153846153847,0.29577464788732394,0.3870967741935484,0.43902439024390244
27,N#Cc1cccc(-c2cncnc2NCc2cccs2)c1,0,0.18604651162790697,0.2545454545454545,0.2857142857142857,0.3380281690140845
28,c1ccc(-c2cnnc(SCc3cn4cccnc4[nH+]3)n2)cc1,0,0.16,0.22580645161290322,0.20689655172413793,0.36
29,N#Cc1nc(Cc2cccc3ccccc23)oc1NCc1ccc(F)cc1,0,0.17307692307692307,0.3389830508474576,0.43137254901960786,0.4189189189189189
30,[NH3+][C@@H](Cc1c[nH]c2ccccc12)c1nnc(SCc2ccc(F)cc2)o1,0,0.1206896551724138,0.27692307692307694,0.3050847457627119,0.345679012345679
31,[NH3+][C@@H](Cc1c[nH]c2ccccc12)c1nnc(SCc2ccccc2F)o1,0,0.11666666666666667,0.2878787878787879,0.3389830508474576,0.37037037037037035
32,FC(F)(F)c1cnc(C(c2ccccn2)c2nc[nH]n2)c(Cl)c1,0,0.10869565217391304,0.1694915254237288,0.23529411764705882,0.3013698630136986
33,Fc1ccccc1CSc1nncn1NCc1cccs1,0,0.17857142857142858,0.23529411764705882,0.21875,0.34146341463414637
34,N#Cc1cccc(-c2nccc(NCc3cccs3)n2)c1,0,0.1951219512195122,0.24074074074074073,0.24489795918367346,0.30985915492957744
35,c1cncc(CNc2nc(-c3ccoc3)nc3ccccc23)c1,0,0.21951219512195122,0.3333333333333333,0.34782608695652173,0.38235294117647056
36,FC(F)(F)c1ccccc1-c1cncnc1NCCc1cnc[nH]1,0,0.15384615384615385,0.3220338983050847,0.2413793103448276,0.38666666666666666
37,c1ccc(-c2nnc(SCc3cn4ccsc4[nH+]3)o2)cc1,0,0.16981132075471697,0.23076923076923078,0.2982456140350877,0.39473684210526316
38,FC(F)(F)COc1ccc(-c2nnc(SCc3ccccc3)o2)cn1,0,0.1016949152542373,0.2028985507246377,0.3050847457627119,0.379746835443038
39,c1cncc(-c2nc(NCc3cccs3)c3ccccc3n2)c1,0,0.19047619047619047,0.2830188679245283,0.2916666666666667,0.34285714285714286
40,Nc1nccc(-c2cccc(OCc3c(F)cccc3Cl)c2)n1,0,0.1836734693877551,0.22580645161290322,0.2962962962962963,0.3246753246753247
41,Fc1cccc(Cl)c1CSc1nnc(CNc2ccccc2)o1,0,0.15517241379310345,0.2318840579710145,0.31666666666666665,0.37037037037037035
42,Clc1ccc(-c2nnc(COc3ncnc4sccc34)o2)cc1,0,0.0967741935483871,0.2647058823529412,0.3559322033898305,0.4
43,c1ccc2[nH]c(SCc3cn4cccnc4[nH+]3)nc2c1,0,0.16666666666666666,0.2542372881355932,0.21428571428571427,0.3698630136986301
44,FC(F)(F)c1cnc(-c2cnc3c(-c4ccc(Cl)cc4)cnn3c2)c(Cl)c1,0,0.14893617021276595,0.18032786885245902,0.24528301886792453,0.3611111111111111
45,FC(F)(F)c1cc(NCc2cccs2)n2ncnc2n1,0,0.2,0.23809523809523808,0.2413793103448276,0.35064935064935066
46,Clc1cccc(NCc2nnc(SCc3ccccc3Cl)o2)c1,0,0.15789473684210525,0.23529411764705882,0.3220338983050847,0.375
47,c1ccc(-c2nc(NCc3ccco3)c3oc4ccccc4c3n2)cc1,0,0.2,0.3584905660377358,0.40425531914893614,0.4
48,FC(F)(F)c1cccc(NCc2cn3cccnc3[nH+]2)c1,0,0.22448979591836735,0.2786885245901639,0.2413793103448276,0.38666666666666666
49,c1cncc(-c2nc(NCc3cccs3)c3ccccc3n2)c1,0,0.19047619047619047,0.2830188679245283,0.2916666666666667,0.34285714285714286
50,c1ccc2oc(SCc3cn4ccsc4[nH+]3)nc2c1,0,0.1875,0.2711864406779661,0.3269230769230769,0.3835616438356164
51,Clc1ccc2[nH+]c(CSc3nc4ccccc4o3)cn2c1,0,0.16666666666666666,0.24615384615384617,0.29310344827586204,0.40789473684210525
52,Nc1nc(CSc2nc[nH]n2)nc(Nc2ccc(F)cc2)n1,0,0.14545454545454545,0.19117647058823528,0.19047619047619047,0.2891566265060241
53,Fc1ccc(-c2nnc(CSc3nnc4ccccn34)o2)cc1,0,0.15517241379310345,0.18055555555555555,0.25396825396825395,0.4230769230769231
54,Nc1nc(CSc2nc3ccccc3s2)nc(Nc2ccccc2)n1,0,0.16326530612244897,0.25,0.2545454545454545,0.32894736842105265
55,Clc1ccc(-c2nnc(SCc3nc4ccccc4s3)o2)cc1,0,0.11320754716981132,0.203125,0.2909090909090909,0.33766233766233766
56,N#CC(Cc1ccccc1OC(F)F)c1nc2ccccc2[nH]1,0,0.12244897959183673,0.30357142857142855,0.3673469387755102,0.39436619718309857
57,N#CC(Cc1ccc(OC(F)F)cc1)c1nc2ccccc2[nH]1,0,0.1276595744680851,0.2909090909090909,0.32653061224489793,0.36619718309859156
58,Fc1ccc(-c2nnc(CSc3nnc(-c4cccs4)o3)o2)cc1,0,0.11320754716981132,0.18461538461538463,0.26785714285714285,0.3037974683544304
59,Clc1ccc(-c2nnc(CSc3nnc(-c4cccs4)o3)o2)cc1,0,0.11320754716981132,0.18461538461538463,0.26785714285714285,0.3037974683544304
60,Nn1c(SCc2cccc(Oc3ccccc3)c2)nnc1C(F)(F)F,0,0.16666666666666666,0.2222222222222222,0.26153846153846155,0.35714285714285715
61,Clc1ccc(CSc2nnc(-c3c[nH]c4ccccc34)o2)cc1,0,0.11320754716981132,0.2222222222222222,0.33962264150943394,0.33766233766233766
62,Fc1ccc(C(CCCn2nnc(-c3cccnc3)n2)c2ccc(F)cc2)cc1,0,0.16326530612244897,0.22950819672131148,0.1694915254237288,0.4027777777777778
63,Clc1ccc(-c2nnc(SCc3nc(-c4ccccc4)no3)o2)cc1,0,0.1016949152542373,0.18571428571428572,0.26229508196721313,0.3625
64,FC(F)(F)c1cc(-c2ccco2)nc(-n2cnc3ccccc32)n1,0,0.2727272727272727,0.21311475409836064,0.3076923076923077,0.3888888888888889
65,FC(F)(F)c1ccccc1-c1cc(NCc2cccs2)ncn1,0,0.1702127659574468,0.23728813559322035,0.2641509433962264,0.33783783783783783
66,N#Cc1cccc(-c2nc(Nc3ccncc3)c3ccccc3n2)c1,0,0.23529411764705882,0.2,0.2857142857142857,0.2835820895522388
67,c1csc(CNc2nc(-c3ccoc3)nc3ccccc23)c1,0,0.20454545454545456,0.3148148148148148,0.32653061224489793,0.36619718309859156
68,FC(F)(F)c1ccccc1-c1cc(NCc2cccnc2)ncn1,0,0.19047619047619047,0.21428571428571427,0.24,0.323943661971831
69,c1ccn2c(SCc3cn4ccsc4[nH+]3)nnc2c1,0,0.16326530612244897,0.22950819672131148,0.21052631578947367,0.36486486486486486
70,c1ccn2c(CNc3ncnc4sccc34)nnc2c1,0,0.23404255319148937,0.26666666666666666,0.25,0.3972602739726027
71,FC(F)(F)c1cnc(C(c2ccccc2)c2nc[nH]n2)c(Cl)c1,0,0.10869565217391304,0.1694915254237288,0.23529411764705882,0.3013698630136986
72,Nc1nccc(-c2ccc(OCc3c(F)cccc3Cl)cc2)n1,0,0.1836734693877551,0.22580645161290322,0.2962962962962963,0.3246753246753247
73,N#Cc1cccc(Oc2ccc(-c3cnc4ccccc4n3)cc2)c1C#N,0,0.15,0.28,0.38095238095238093,0.34328358208955223
74,Nc1[nH]cnc2nc(SCc3ccc(Cl)cc3Cl)nc1-2,0,0.1568627450980392,0.2222222222222222,0.2909090909090909,0.33766233766233766
75,Clc1ccc(Cn2ncc3c(NCc4ccccc4)ncnc32)cc1,0,0.20408163265306123,0.26229508196721313,0.24561403508771928,0.410958904109589
76,c1ccc2c(CCNc3[nH]cnc4ncnc3-4)c[nH]c2c1,0,0.16666666666666666,0.39622641509433965,0.2830188679245283,0.4084507042253521
77,FC(F)(F)c1cccc(OCCOCCn2cncn2)c1,0,0.1694915254237288,0.3181818181818182,0.2857142857142857,0.5066666666666667
78,N#Cc1cccc(-c2cncnc2NCc2ccccc2)c1,0,0.21052631578947367,0.23076923076923078,0.2608695652173913,0.3235294117647059
79,Clc1ccccc1-c1cncnc1NCCc1cnc[nH]1,0,0.1568627450980392,0.3275862068965517,0.24561403508771928,0.37333333333333335
80,N#Cc1nc(Cc2ccccc2)oc1NCc1cccnc1,0,0.19148936170212766,0.32142857142857145,0.4166666666666667,0.42857142857142855
81,Clc1cccc(NCc2nnc(SCc3ccccc3)o2)c1,0,0.16363636363636364,0.22388059701492538,0.288135593220339,0.35
82,N#Cc1ccc(CSc2nnc(-c3cccnc3)o2)cc1,0,0.125,0.18032786885245902,0.29411764705882354,0.3424657534246575
83,c1ccc2[nH]c(SCc3cn4ccccc4[nH+]3)nc2c1,0,0.1702127659574468,0.25862068965517243,0.21818181818181817,0.375
84,Nn1c(Cc2cccc3ccccc23)nnc1SCc1ccccc1Cl,0,0.15517241379310345,0.2318840579710145,0.234375,0.35365853658536583
85,Fc1ccc(CNc2nc3ccccc3n3nnnc23)cc1,0,0.20833333333333334,0.2459016393442623,0.25,0.36
86,Fc1ccc(CNc2nc3ccccc3n3cnnc23)cc1,0,0.2391304347826087,0.25,0.2545454545454545,0.3835616438356164
87,c1ccc(COc2ccc(Nc3[nH]cnc4ncnc3-4)cc2)cc1,0,0.19148936170212766,0.2982456140350877,0.3877551020408163,0.4084507042253521
88,c1ccc(CNc2nc3ccccc3n3cnnc23)nc1,0,0.2558139534883721,0.2857142857142857,0.2692307692307692,0.42028985507246375
89,c1cncc(-c2nnc(SCc3cccc4ccccc34)o2)c1,0,0.12244897959183673,0.21666666666666667,0.34,0.375
90,Nc1nnnn1NCc1cccc(OCc2ccccc2)c1,0,0.1864406779661017,0.29411764705882354,0.28125,0.4074074074074074
91,Nc1nnc(SCc2coc(-c3ccc(Cl)cc3)n2)s1,0,0.16666666666666666,0.19117647058823528,0.29310344827586204,0.32098765432098764
92,Clc1ccc(-c2nnc(SCc3ccon3)o2)c(Cl)c1,0,0.10714285714285714,0.21212121212121213,0.32142857142857145,0.34177215189873417
93,N#Cc1cccc(-c2nccc(NCc3ccccc3)n2)c1,0,0.2222222222222222,0.21568627450980393,0.21739130434782608,0.29411764705882354
94,Clc1ccccc1CN(Cc1ccccc1)c1[nH]cnc2ncnc1-2,0,0.2608695652173913,0.26666666666666666,0.2962962962962963,0.45714285714285713
95,N#Cc1ccc(CSc2nnc(-c3cnccn3)o2)cc1,0,0.12244897959183673,0.1774193548387097,0.28846153846153844,0.3561643835616438
96,Clc1ccc(CSc2n[nH]c3c4ccccc4nc-3n2)cc1,0,0.09615384615384616,0.20967741935483872,0.21052631578947367,0.3116883116883117
97,Clc1ccc2[nH+]c(CSc3nc[nH]n3)cn2c1,0,0.14545454545454545,0.22727272727272727,0.19047619047619047,0.3375
98,c1ccc2nc(SCc3cn4ccccc4[nH+]3)cnc2c1,0,0.18181818181818182,0.25,0.23076923076923078,0.37142857142857144
99,Fc1ccc(C(Nc2ccccn2)c2c[nH]c3ccccc23)cc1,0,0.2,0.2222222222222222,0.30434782608695654,0.29577464788732394
100,Fc1ccc(-c2cnn3c(-c4cccs4)ccnc23)cc1,0,0.15555555555555556,0.16666666666666666,0.20754716981132076,0.3150684931506849
101,N#CC(c1ccccn1)c1ncc(C(F)(F)F)cc1Cl,0,0.13513513513513514,0.1320754716981132,0.2,0.2463768115942029
102,Fc1ccc(-c2cc(C(F)(F)F)nc(-n3cc(Cl)cn3)n2)cc1,0,0.22727272727272727,0.14285714285714285,0.2,0.30666666666666664
103,Nc1cccc(-c2cn3cc(C(F)(F)F)cc(Cl)c3[nH+]2)c1,0,0.24444444444444444,0.1935483870967742,0.25925925925925924,0.3333333333333333
104,N#CC(c1cccc(Cl)c1)c1ncc(C(F)(F)F)cc1Cl,0,0.1388888888888889,0.1346153846153846,0.20454545454545456,0.2318840579710145
105,[NH3+]CCCCCc1nnc(SCc2ccc(Cl)c(Cl)c2)o1,0,0.1111111111111111,0.31343283582089554,0.28125,0.3902439024390244
106,N#Cc1cc(Oc2ccccc2)c(-n2nnc3ccccc32)cc1C#N,0,0.22,0.27419354838709675,0.40384615384615385,0.4189189189189189
107,c1ccc(-c2cc(CSc3nc4ccccc4[nH]3)on2)cc1,0,0.12,0.27586206896551724,0.2830188679245283,0.2987012987012987
108,Nc1ncnc2c1ncn2CC[NH2+]CCc1ccccc1,0,0.24,0.3114754098360656,0.23333333333333334,0.5142857142857142
109,N#Cc1cccc(-c2cncnc2-n2ccnc2)c1,0,0.2972972972972973,0.17857142857142858,0.2765957446808511,0.3939393939393939
110,N#Cc1cccc(-c2cc(-n3ccnc3)ncn2)c1,0,0.3142857142857143,0.16363636363636364,0.23404255319148937,0.36363636363636365
111,Clc1ccccc1-c1cncnc1NCc1cccs1,0,0.17391304347826086,0.2413793103448276,0.2692307692307692,0.32432432432432434
112,Clc1ccc(-c2nnn(Cc3nc4ccccc4s3)n2)cc1,0,0.15384615384615385,0.21875,0.2,0.3684210526315789
113,c1ccc(Cn2c(NCc3ccco3)nc3ccccc32)cc1,0,0.25,0.3220338983050847,0.3584905660377358,0.4647887323943662
114,[NH3+]CCCCCc1nnc(SCc2ccccc2Cl)o1,0,0.1111111111111111,0.31343283582089554,0.28125,0.3902439024390244
115,c1coc(CNc2ncnc3c2oc2ccccc23)c1,0,0.20454545454545456,0.36538461538461536,0.41304347826086957,0.4057971014492754
116,Fc1ccc(-c2nnn(Cc3nc4ccccc4s3)n2)cc1,0,0.15384615384615385,0.21875,0.2,0.3684210526315789
117,Fc1ccc(-c2nc(-c3cnccn3)no2)c(Cl)c1,0,0.12,0.1746031746031746,0.3333333333333333,0.3698630136986301
118,c1coc(CNc2[nH]cnc3nncc2-3)c1,0,0.1875,0.3157894736842105,0.35294117647058826,0.3466666666666667
119,Fc1cccc(Cl)c1CSc1nnc2ccccn12,0,0.15384615384615385,0.18181818181818182,0.22033898305084745,0.38666666666666666
120,Fc1ccc(CSc2nnc3ccccn23)c(Cl)c1,0,0.15384615384615385,0.18181818181818182,0.22033898305084745,0.38666666666666666
121,N#CCc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,0,0.13043478260869565,0.20689655172413793,0.3333333333333333,0.3333333333333333
122,Fc1ccccc1CSc1nnc(-c2cccnc2)o1,0,0.11320754716981132,0.18461538461538463,0.3148148148148148,0.35526315789473684
123,Fc1ccc(OCc2nc(-c3cccs3)no2)cc1,0,0.1,0.2537313432835821,0.3448275862068966,0.35802469135802467
124,N#CCSc1ccc(-c2nc3ccccc3[nH]2)cn1,0,0.1111111111111111,0.23636363636363636,0.24,0.34285714285714286
125,Fc1ccc(-c2nnc(SCc3cccnc3)o2)cc1,0,0.12,0.15625,0.25925925925925924,0.3157894736842105
126,Fc1ccc(CSc2nnc(-c3cccnc3)o2)cc1,0,0.11764705882352941,0.171875,0.2777777777777778,0.32894736842105265
127,N#Cc1ccccc1CSc1nnc(Cc2ccccc2)o1,0,0.12244897959183673,0.19672131147540983,0.3137254901960784,0.3561643835616438
128,c1ccc(Cn2c(NCc3ccccn3)nc3ccccc32)cc1,0,0.2391304347826087,0.3157894736842105,0.3018867924528302,0.4852941176470588
129,FC(F)(F)c1cc(-c2ccccc2)nc(-n2cc(Cl)cn2)n1,0,0.22727272727272727,0.14285714285714285,0.2,0.30666666666666664
130,Nn1c(Cc2cccc3ccccc23)nnc1SCc1ccccc1,0,0.16666666666666666,0.24615384615384617,0.25,0.3717948717948718
131,c1ccc(NCc2nc3ccccc3n2CCOc2ccccc2)cc1,0,0.21428571428571427,0.3870967741935484,0.3559322033898305,0.5555555555555556
132,c1ccc(CNc2ncnc3c2oc2ccccc23)nc1,0,0.20454545454545456,0.36538461538461536,0.3829787234042553,0.4264705882352941
133,N#CCSc1nccc(-c2cc(Cl)sc2Cl)n1,0,0.10638297872340426,0.1864406779661017,0.20754716981132076,0.2972972972972973
134,N#Cc1cn(CCOc2ccc(F)cc2)c2ccccc12,0,0.19607843137254902,0.3389830508474576,0.30357142857142855,0.4583333333333333
135,Clc1ccc(CSc2nnc(-c3cccnc3)o2)cc1,0,0.11764705882352941,0.171875,0.2777777777777778,0.32894736842105265
136,Fc1ccc(CSc2nncn2NCc2ccccc2)cc1,0,0.17857142857142858,0.23529411764705882,0.21875,0.35802469135802467
137,c1ccc(-c2cc(-c3nc(-c4cccnc4)no3)c3ccccc3n2)cc1,0,0.13333333333333333,0.21052631578947367,0.3695652173913043,0.39705882352941174
138,c1ccc(COc2ccc(OCCOCCn3cncn3)cc2)cc1,0,0.17857142857142858,0.3333333333333333,0.3,0.5492957746478874
139,c1ccc(OCCCc2nc(-c3cccnc3)no2)cc1,0,0.10526315789473684,0.2857142857142857,0.3392857142857143,0.4657534246575342
140,Nc1nc(CSc2ccccn2)nc(Nc2ccccc2)n1,0,0.18181818181818182,0.1864406779661017,0.18518518518518517,0.28
141,c1ccc(-c2nnc(CSc3nc4ccccc4[nH]3)o2)cc1,0,0.11320754716981132,0.24193548387096775,0.3148148148148148,0.37333333333333335
142,c1ccc(CCNc2nc3ccccc3n3nnnc23)cc1,0,0.20833333333333334,0.3333333333333333,0.25,0.4166666666666667
143,FC(F)(F)c1cc(-c2ccco2)nc(NCc2ccco2)n1,0,0.1956521739130435,0.2807017543859649,0.3137254901960784,0.32
144,Clc1ccccc1-c1cc(NCc2cccnc2)ncn1,0,0.1951219512195122,0.21818181818181817,0.24489795918367346,0.30985915492957744
145,c1ccc2c(Nc3ccncc3)nc(-c3ccoc3)nc2c1,0,0.24324324324324326,0.28,0.38095238095238093,0.34328358208955223
146,c1ccn2cc(CSc3nnc4ccccn34)[nH+]c2c1,0,0.16326530612244897,0.22950819672131148,0.21052631578947367,0.3835616438356164
147,c1ccc(CSc2nnc(-c3c[nH]c4ccccc34)o2)cc1,0,0.12244897959183673,0.23728813559322035,0.3673469387755102,0.3561643835616438
148,Clc1ccc(CSc2nncn2-c2ccccn2)cc1,0,0.21568627450980393,0.15942028985507245,0.21311475409836064,0.37662337662337664
149,c1ccc(CCNc2ncnc3c2nnn3Cc2ccccc2)cc1,0,0.2,0.3220338983050847,0.2413793103448276,0.4444444444444444
150,Fc1ccccc1CSc1nnc(-c2cccs2)o1,0,0.11764705882352941,0.171875,0.3018867924528302,0.3116883116883117
151,Fc1ccccc1-c1nc(-c2cnccc2C(F)(F)F)no1,0,0.11764705882352941,0.171875,0.3269230769230769,0.3835616438356164
152,c1ccc(CCNc2ncnc3sccc23)nc1,0,0.17391304347826086,0.3584905660377358,0.2692307692307692,0.38028169014084506
153,N#Cc1ncc(C(F)(F)F)cc1Oc1cccnc1,0,0.13953488372093023,0.21818181818181817,0.32608695652173914,0.32857142857142857
154,FC(F)(F)c1cnc(-c2cnc(-c3cccnc3)nc2)c(Cl)c1,0,0.1282051282051282,0.12727272727272726,0.19148936170212766,0.2753623188405797
155,c1ccc2c(CSc3[nH]cnc4ncnc3-4)cccc2c1,0,0.11363636363636363,0.24074074074074073,0.2708333333333333,0.34782608695652173
156,Clc1ccc(COc2cccc(C[NH2+]Cc3ccncc3)c2)cc1,0,0.1590909090909091,0.2545454545454545,0.23529411764705882,0.28378378378378377
157,Clc1ccc(Nc2nc3ccccc3n3nnnc23)cc1,0,0.22727272727272727,0.2,0.2692307692307692,0.32432432432432434
158,Clc1ccc(SCc2cn3cccnc3[nH+]2)cc1,0,0.16326530612244897,0.22950819672131148,0.21052631578947367,0.36486486486486486
159,Clc1ccc(-c2noc(CCCOc3ccccc3)n2)cc1,0,0.1016949152542373,0.27692307692307694,0.3275862068965517,0.4155844155844156
160,Nc1ccccc1SCc1cn2cccnc2[nH+]1,0,0.22,0.27419354838709675,0.2807017543859649,0.4
161,FC(F)Sc1ccc(Nc2[nH]cnc3ncnc2-3)cc1,0,0.17777777777777778,0.2033898305084746,0.3,0.3108108108108108
162,c1ccc(-c2noc(CSc3nc4ccccc4o3)n2)cc1,0,0.10909090909090909,0.25396825396825395,0.35185185185185186,0.4
163,Fc1ccc(-c2cc(C(F)(F)F)nc(-n3cncn3)n2)cc1,0,0.23255813953488372,0.14516129032258066,0.2037037037037037,0.3108108108108108
164,Fc1ccc(Nc2ccnc(-c3ccccc3C(F)(F)F)n2)cc1,0,0.20512820512820512,0.16071428571428573,0.2553191489361702,0.28169014084507044
165,FC(F)(F)c1ccccc1-c1nccc(NCc2ccccc2)n1,0,0.19047619047619047,0.21428571428571427,0.24,0.323943661971831
166,Fc1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,0,0.21621621621621623,0.18867924528301888,0.26666666666666666,0.2714285714285714
167,Fc1ccc(CSc2nnc(-c3cccs3)o2)cc1,0,0.12244897959183673,0.15873015873015872,0.2641509433962264,0.2857142857142857
168,Nc1ncnc(SCc2c(F)cccc2Cl)n1,0,0.17391304347826086,0.16129032258064516,0.2222222222222222,0.2727272727272727
169,c1cncc(CNc2ncnc3sccc23)c1,0,0.19047619047619047,0.2830188679245283,0.2916666666666667,0.34285714285714286
170,N#Cc1ccc(CSc2nnc3ccccn23)cc1,0,0.17391304347826086,0.18032786885245902,0.2,0.38028169014084506
171,Nc1nn(-c2cccc(F)n2)cc1-c1ccc(Cl)cc1,0,0.21739130434782608,0.1746031746031746,0.25925925925925924,0.3333333333333333
172,FCCCOc1ccc(-c2ccnc3ncnn23)cc1,0,0.14814814814814814,0.2698412698412698,0.2542372881355932,0.43243243243243246
173,Nc1ncc(-n2cncn2)c(-c2ccc(Cl)cc2)n1,0,0.21739130434782608,0.1746031746031746,0.25925925925925924,0.3333333333333333
174,c1ccc(C2=N[NH+]=C(c3ccco3)Nc3ccccc32)cc1,0,0.16326530612244897,0.25,0.38,0.3116883116883117
175,c1ccc(-c2nnc(OCc3cccnc3)c3ccccc23)cc1,0,0.13333333333333333,0.23214285714285715,0.3695652173913043,0.37681159420289856
176,Fc1cccc(Cl)c1CNn1cnnc1[S-],0,0.18181818181818182,0.22058823529411764,0.2222222222222222,0.32926829268292684
177,Nc1nnc(SCc2nnc(-c3ccccc3)o2)s1,0,0.17307692307692307,0.19696969696969696,0.30357142857142855,0.3291139240506329
178,Fc1ccc(COc2cccc(C[NH2+]Cc3ccncc3)c2)cc1,0,0.1590909090909091,0.2545454545454545,0.23529411764705882,0.28378378378378377
179,Clc1ccc(CSc2nnc3ccccn23)c(Cl)c1,0,0.1568627450980392,0.18461538461538463,0.22413793103448276,0.3918918918918919
180,c1ccc(COc2cccc(C[NH2+]Cc3cccs3)c2)cc1,0,0.17073170731707318,0.29411764705882354,0.2765957446808511,0.2602739726027397
181,N#CC(c1ccc(Cl)cc1)c1ncc(C(F)(F)F)cc1Cl,0,0.1388888888888889,0.1346153846153846,0.20454545454545456,0.2318840579710145
182,Clc1ccc(Cc2nc(-c3cccnc3)no2)cc1,0,0.12,0.1746031746031746,0.2830188679245283,0.3698630136986301
183,Fc1ccccc1Nc1nc2ccccc2n2nnnc12,0,0.21739130434782608,0.21311475409836064,0.3076923076923077,0.35135135135135137
184,FC(F)(F)c1cnc2c(-c3cccnc3)noc2c1,0,0.13043478260869565,0.22807017543859648,0.30612244897959184,0.3150684931506849
185,Nc1nc(CSc2ncccn2)nc(Nc2ccccc2)n1,0,0.18181818181818182,0.1864406779661017,0.18518518518518517,0.28
186,c1csc(-c2nnc(Cc3cccc4ccccc34)o2)c1,0,0.13333333333333333,0.21052631578947367,0.3404255319148936,0.3380281690140845
187,c1coc(CNc2ncnc3nc[nH]c23)c1,0,0.2,0.3333333333333333,0.3469387755102041,0.3611111111111111
188,Nc1nc2ccccc2n1CCOc1ccccc1Cl,0,0.2,0.36363636363636365,0.3333333333333333,0.48717948717948717
189,Clc1ccccc1CNc1[nH]cnc2ncnc1-2,0,0.1702127659574468,0.30357142857142855,0.3137254901960784,0.3561643835616438
190,c1csc(CNc2[nH]cnc3ncnc2-3)c1,0,0.18181818181818182,0.2962962962962963,0.30612244897959184,0.3333333333333333
191,Clc1ccc(CCNc2[nH]cnc3ncnc2-3)cc1,0,0.1568627450980392,0.375,0.26785714285714285,0.37333333333333335
192,c1coc(CNc2[nH]cnc3ncnc2-3)c1,0,0.2,0.3333333333333333,0.375,0.3611111111111111
